Type,Value
Data Source,Hot_6LTAN_Nominal_Nadir_600 : TMD : THERMAL_REVAMP2_HOT_6LTA
Element,Wall_To_Unibody_3
,
,
Time[s],Average Temperature
0.0,13.992114341320319
1.0,13.99164590875248
2.0,13.991039879478915
3.0,13.990341336046386
4.0,13.989574794477976
5.0,13.988753848813877
6.0,13.987886196060039
7.0,13.98697630388793
8.0,13.986026851025882
9.0,13.985039519065646
10.0,13.98401543607949
11.0,13.982955429284868
12.0,13.98186017050687
13.0,13.980730259928224
14.0,13.979566273501966
15.0,13.97836878872536
16.0,13.976937459111763
17.0,13.975535371472306
18.0,13.974186205226152
19.0,13.972841852183533
20.0,13.971480325403434
21.0,13.97009154567999
22.0,13.968670924947991
23.0,13.967216450058805
24.0,13.965727348775191
25.0,13.964203469971515
26.0,13.96264498865196
27.0,13.961052260115464
28.0,13.959425743568255
29.0,13.957765962050253
30.0,13.9560734792569
31.0,13.954348884568931
32.0,13.952592782841272
33.0,13.950805787208305
34.0,13.948988513613806
35.0,13.947141576613653
36.0,13.94526558619662
37.0,13.9433611444728
38.0,13.941428839732593
39.0,13.939469245880884
40.0,13.937482924182024
41.0,13.935470423679213
42.0,13.933432280346885
43.0,13.9313690121391
44.0,13.92928111910556
45.0,13.927169086843493
46.0,13.925033387947968
47.0,13.922874482419882
48.0,13.920692816804706
49.0,13.918488824064934
50.0,13.91626292450452
51.0,13.914015526321414
52.0,13.911747025965125
53.0,13.909457808206286
54.0,13.907148246281027
55.0,13.904818702388678
56.0,13.902469528141753
57.0,13.900531042211849
58.0,13.898567858249674
59.0,13.896514607129223
60.0,13.894404086504581
61.0,13.892254296420356
62.0,13.889618228257262
63.0,13.886930861534308
64.0,13.8843250684172
65.0,13.881750224141102
66.0,13.87918309163811
67.0,13.876612850238825
68.0,13.874034358634578
69.0,13.871445110711859
70.0,13.868843848408718
71.0,13.866229923815887
72.0,13.863603001698232
73.0,13.860962919251284
74.0,13.858309619951063
75.0,13.855643114830457
76.0,13.852963459874017
77.0,13.850270743173638
78.0,13.847565077492897
79.0,13.844846596707333
80.0,13.842115451725187
81.0,13.839371806706817
82.0,13.836615836341894
83.0,13.83384772645693
84.0,13.831067684815439
85.0,13.82827593786979
86.0,13.825472721392583
87.0,13.822658275413941
88.0,13.819832839828042
89.0,13.816996642969793
90.0,13.814149901383523
91.0,13.811292826744394
92.0,13.808425628728674
93.0,13.805548514972218
94.0,13.80266168207288
95.0,13.799765313335222
96.0,13.796859585783386
97.0,13.7939446737686
98.0,13.791020749274123
99.0,13.788087965628382
100.0,13.785146448793775
101.0,13.782196311296135
102.0,13.779237660608095
103.0,13.776270602978029
104.0,13.77329524044829
105.0,13.770311667850592
106.0,13.767319978017476
107.0,13.764320264874687
108.0,13.761312624682239
109.0,13.758297159286684
110.0,13.755273980556598
111.0,13.752243208361863
112.0,13.749204967761505
113.0,13.746159386927447
114.0,13.743106601052155
115.0,13.740046760281889
116.0,13.7369800219997
117.0,13.733906544216302
118.0,13.730826482714342
119.0,13.727739990927775
120.0,13.724647222392635
121.0,13.721548330023195
122.0,13.718443464777188
123.0,13.715332774946775
124.0,13.712216404293253
125.0,13.709094486862348
126.0,13.705967148531967
127.0,13.702834510192822
128.0,13.699696689324163
129.0,13.69655379904961
130.0,13.693405940196776
131.0,13.690253202455096
132.0,13.687095669901282
133.0,13.683933423869542
134.0,13.680766544207152
135.0,13.677595108532755
136.0,13.674419192501631
137.0,13.671238870960508
138.0,13.66805421848449
139.0,13.66486530971124
140.0,13.661672220620828
141.0,13.658475028810654
142.0,13.655273812421633
143.0,13.6520686494676
144.0,13.648859617439909
145.0,13.64564679312228
146.0,13.642430252432929
147.0,13.639210070233359
148.0,13.635986320260441
149.0,13.632759075397054
150.0,13.629528413545648
151.0,13.626294422436677
152.0,13.62305719410947
153.0,13.619816821393767
154.0,13.616573396521794
155.0,13.61332701398074
156.0,13.61007777441563
157.0,13.606825780892956
158.0,13.603571136307407
159.0,13.600313942487487
160.0,13.597054301693925
161.0,13.593792319627216
162.0,13.590528103503267
163.0,13.5872617603538
164.0,13.58399339640324
165.0,13.580723117978868
166.0,13.577451034207087
167.0,13.574177255733032
168.0,13.57090189313695
169.0,13.567625056285591
170.0,13.564346855181277
171.0,13.561067403509815
172.0,13.557786817005375
173.0,13.554505210786713
174.0,13.551222698104505
175.0,13.54793939047758
176.0,13.54465540079749
177.0,13.541370842156601
178.0,13.538085825179293
179.0,13.53480045689813
180.0,13.531514840511084
181.0,13.528229076434629
182.0,13.524943262432743
183.0,13.521657492985083
184.0,13.518371859094096
185.0,13.515086448398556
186.0,13.51180134619225
187.0,13.508516635750402
188.0,13.505232397676952
189.0,13.50194870955799
190.0,13.49866564602362
191.0,13.49538328159336
192.0,13.492101691675431
193.0,13.488820949579866
194.0,13.485541124986117
195.0,13.48292847908803
196.0,13.480389167720245
197.0,13.477788745548406
198.0,13.475152692347201
199.0,13.47249493420798
200.0,13.469188918539748
201.0,13.465736649675666
202.0,13.46236202123248
203.0,13.459025724908527
204.0,13.455709626776047
205.0,13.452405196777688
206.0,13.44910830057101
207.0,13.44581684402229
208.0,13.44252969969728
209.0,13.439246212491073
210.0,13.43596596836838
211.0,13.432688684557801
212.0,13.429414156836208
213.0,13.426142229574204
214.0,13.42287277858686
215.0,13.419605701431596
216.0,13.41634091191407
217.0,13.4130783375578
218.0,13.40981791641178
219.0,13.406559594280134
220.0,13.403303322973466
221.0,13.400049059391263
222.0,13.396796765889366
223.0,13.393546409119654
224.0,13.390297958496463
225.0,13.387051385395234
226.0,13.383806662860676
227.0,13.380563766401917
228.0,13.377322673641693
229.0,13.374083363214252
230.0,13.370845814201088
231.0,13.367610005905034
232.0,13.364375918319173
233.0,13.36114353218631
234.0,13.35791282840757
235.0,13.354683787667556
236.0,13.351456390254203
237.0,13.348230616513952
238.0,13.345006446825488
239.0,13.341783860786053
240.0,13.33856283684994
241.0,13.335343352295432
242.0,13.332125384755953
243.0,13.328908913763085
244.0,13.325693919724928
245.0,13.32248038334649
246.0,13.319268285548862
247.0,13.316057607558037
248.0,13.312848331307533
249.0,13.309640440059043
250.0,13.306433918765958
251.0,13.30322875427217
252.0,13.30002493496451
253.0,13.296822450077656
254.0,13.293621290344056
255.0,13.290421448458153
256.0,13.287222919161705
257.0,13.284025699772592
258.0,13.28082979153447
259.0,13.27763519877143
260.0,13.274441927847555
261.0,13.271249986618768
262.0,13.26805938503228
263.0,13.264870137994468
264.0,13.261682264021998
265.0,13.258495783109908
266.0,13.25531071582252
267.0,13.252127083312455
268.0,13.248944908942287
269.0,13.245764217750787
270.0,13.24258503519187
271.0,13.239407386690846
272.0,13.236231297820801
273.0,13.233056795969103
274.0,13.229883910141535
275.0,13.226712669704698
276.0,13.223543103981637
277.0,13.220375242347261
278.0,13.217209115475173
279.0,13.214044755661877
280.0,13.210882195994776
281.0,13.207721470008364
282.0,13.204562611586793
283.0,13.201405654774373
284.0,13.198250633733364
285.0,13.195097582977592
286.0,13.191946537501776
287.0,13.188797532811286
288.0,13.185650604498619
289.0,13.182505787915455
290.0,13.17936311863486
291.0,13.176222632727747
292.0,13.17308436683591
293.0,13.169948356887026
294.0,13.166814636745203
295.0,13.163683239984913
296.0,13.160554200987558
297.0,13.157427555258703
298.0,13.154303338104995
299.0,13.151181582383627
300.0,13.14806232032663
301.0,13.14494558499676
302.0,13.141831410765127
303.0,13.138719832607826
304.0,13.135610884196284
305.0,13.132504598961845
306.0,13.129401011241907
307.0,13.126300156663177
308.0,13.123202071386244
309.0,13.120106789324728
310.0,13.11701434319484
311.0,13.113924766274483
312.0,13.1108380930615
313.0,13.107754358528172
314.0,13.104673593781591
315.0,13.10159582690685
316.0,13.098521085864569
317.0,13.09544939966533
318.0,13.092380798404292
319.0,13.089315310986159
320.0,13.08625296517816
321.0,13.083193789300669
322.0,13.080137812916242
323.0,13.07708506680707
324.0,13.07403558083199
325.0,13.070989383426125
326.0,13.067946503293268
327.0,13.064906970208943
328.0,13.062573017137584
329.0,13.060241998599535
330.0,13.05786564049361
331.0,13.055463180667532
332.0,13.053045149348513
333.0,13.05061743866891
334.0,13.048183442982063
335.0,13.04574519041324
336.0,13.043303950393113
337.0,13.040860561347007
338.0,13.038415609142682
339.0,13.035969522795178
340.0,13.033522625476335
341.0,13.031075170389311
342.0,13.028627363493372
343.0,13.02617937720914
344.0,13.023731356704133
345.0,13.021283420327984
346.0,13.018835665983177
347.0,13.016388177157229
348.0,13.013590626905192
349.0,13.010372946251346
350.0,13.007242004437604
351.0,13.004155728381134
352.0,13.001094573499346
353.0,12.998049233342742
354.0,12.995015105891135
355.0,12.991989789657067
356.0,12.988971940206676
357.0,12.985960741015873
358.0,12.982955654096635
359.0,12.979956298846497
360.0,12.976962389839464
361.0,12.973973704720136
362.0,12.97099006663994
363.0,12.96809246777927
364.0,12.965872104952409
365.0,12.963584615220642
366.0,12.961259722395992
367.0,12.958913437892807
368.0,12.956554519332366
369.0,12.95338466268064
370.0,12.950317283237085
371.0,12.947300503265291
372.0,12.9443105727189
373.0,12.941336449820875
374.0,12.938372878058232
375.0,12.935417263349489
376.0,12.9324682577658
377.0,12.92952511300946
378.0,12.926587380747502
379.0,12.923654770529337
380.0,12.920727074551912
381.0,12.917804127960222
382.0,12.914885796475305
383.0,12.91197196965232
384.0,12.909062556112849
385.0,12.906157483324359
386.0,12.903256698909171
387.0,12.900360164817341
388.0,12.897467852720684
389.0,12.894962391568594
390.0,12.892778598860865
391.0,12.890543722527172
392.0,12.888280060015472
393.0,12.885999718240955
394.0,12.883301541730305
395.0,12.880285814938452
396.0,12.877338651767367
397.0,12.874426537984858
398.0,12.87153404789129
399.0,12.868653952149414
400.0,12.865782767889804
401.0,12.862918747277147
402.0,12.860060961701521
403.0,12.857208880586848
404.0,12.854362174715577
405.0,12.851520623107536
406.0,12.84868407048949
407.0,12.845852402358107
408.0,12.843025529190932
409.0,12.840203377791074
410.0,12.8373858871229
411.0,12.8345730110263
412.0,12.831764715956195
413.0,12.82896097504745
414.0,12.826161765002832
415.0,12.824086091916934
416.0,12.821944904704845
417.0,12.819767381822102
418.0,12.817569245745398
419.0,12.815359100738034
420.0,12.81245628816982
421.0,12.809571146680016
422.0,12.806736386281152
423.0,12.803928405822733
424.0,12.801136261236234
425.0,12.798354762305307
426.0,12.795581364839192
427.0,12.792814763237622
428.0,12.790054242630253
429.0,12.787299378600233
430.0,12.78454989588343
431.0,12.781805602147108
432.0,12.779066356169132
433.0,12.776332047372755
434.0,12.773602584094236
435.0,12.771308995996906
436.0,12.769245137369024
437.0,12.767137128363743
438.0,12.765004368274766
439.0,12.762857390972659
440.0,12.760391169751635
441.0,12.757541201518666
442.0,12.754760386280454
443.0,12.752014942531606
444.0,12.749289325202414
445.0,12.746795029177019
446.0,12.74476349448799
447.0,12.742681704015986
448.0,12.740572264706167
449.0,12.738447335849587
450.0,12.736313553175762
451.0,12.734174610904505
452.0,12.732032622550348
453.0,12.729888840846947
454.0,12.727744040868714
455.0,12.72559872624671
456.0,12.72345324177606
457.0,12.72130783735879
458.0,12.719162703578274
459.0,12.717017990954815
460.0,12.714873821580825
461.0,12.712730296551756
462.0,12.710587501483444
463.0,12.708445510150703
464.0,12.706304386380715
465.0,12.704164185556179
466.0,12.702024955932863
467.0,12.699886740637199
468.0,12.697749579247208
469.0,12.695613507715201
470.0,12.693478558444088
471.0,12.690751452216235
472.0,12.687970483603932
473.0,12.685245203394185
474.0,12.682550181783933
475.0,12.679873492188296
476.0,12.677209368850056
477.0,12.674554894929019
478.0,12.67190849924461
479.0,12.669269264375766
480.0,12.666636604142793
481.0,12.664010110157056
482.0,12.661389477152106
483.0,12.658774465508781
484.0,12.656164879145836
485.0,12.653560552319453
486.0,12.650961341560173
487.0,12.648367122121998
488.0,12.645777788485333
489.0,12.643193249339397
490.0,12.640613422822058
491.0,12.638246464049574
492.0,12.63631790273507
493.0,12.63434089837943
494.0,12.632336902192288
495.0,12.630317514638914
496.0,12.628139272797306
497.0,12.625432104395646
498.0,12.622798278432562
499.0,12.620201555596402
500.0,12.617625306284248
501.0,12.615061770039672
502.0,12.612507230559608
503.0,12.609959844123104
504.0,12.607418649901375
505.0,12.60488311135722
506.0,12.602352903315646
507.0,12.599827811396246
508.0,12.597307684217917
509.0,12.594792408930651
510.0,12.592281897207476
511.0,12.589776077471509
512.0,12.587274890207283
513.0,12.584778283128436
514.0,12.582286208452707
515.0,12.579798623510618
516.0,12.577315490780915
517.0,12.575292793343408
518.0,12.573413145583986
519.0,12.571496676621688
520.0,12.569559523340917
521.0,12.567610469499648
522.0,12.565654388556622
523.0,12.56369405426725
524.0,12.56173109753251
525.0,12.559766517708658
526.0,12.557800957745384
527.0,12.555416902550432
528.0,12.552836623052468
529.0,12.550313245007896
530.0,12.547819903808705
531.0,12.54534412180526
532.0,12.542879965308936
533.0,12.540424510668679
534.0,12.537976243563781
535.0,12.53553432616206
536.0,12.533098257292288
537.0,12.53066771208192
538.0,12.52824246397578
539.0,12.525822344900549
540.0,12.523407224826515
541.0,12.520997000541053
542.0,12.518591588781844
543.0,12.516190921514054
544.0,12.513794941676444
545.0,12.511403601221854
546.0,12.509016860272844
547.0,12.506634686176907
548.0,12.504257052200263
549.0,12.501883933955872
550.0,12.49951530874168
551.0,12.497151157046392
552.0,12.49479146302587
553.0,12.492436213438253
554.0,12.49008538765288
555.0,12.487738955550787
556.0,12.485396885437929
557.0,12.483059147662669
558.0,12.480725715628154
559.0,12.478396563832082
560.0,12.476071666596544
561.0,12.473750999555637
562.0,12.471434540254098
563.0,12.469122268030425
564.0,12.466814160920512
565.0,12.464510193264063
566.0,12.462210338608417
567.0,12.459914571344632
568.0,12.457986588707188
569.0,12.456254185234672
570.0,12.454485851280623
571.0,12.452697381907559
572.0,12.450897357417034
573.0,12.449090523725259
574.0,12.447279568659503
575.0,12.445466058439676
576.0,12.443650939915461
577.0,12.441834811623123
578.0,12.43969300279129
579.0,12.437300375906279
580.0,12.4349636539767
581.0,12.43265608382227
582.0,12.430365252558538
583.0,12.428085266292209
584.0,12.425813226946275
585.0,12.423547635939288
586.0,12.421287665136449
587.0,12.419032819856513
588.0,12.416782780191555
589.0,12.414537323624348
590.0,12.412296283416474
591.0,12.410059529027352
592.0,12.407826956950437
593.0,12.405659416634196
594.0,12.404003558778777
595.0,12.402300898100492
596.0,12.400572292292788
597.0,12.398828981472162
598.0,12.397077116745264
599.0,12.395320135444301
600.0,12.39356001037895
601.0,12.39179791230559
602.0,12.390034566865058
603.0,12.388270447348726
604.0,12.386505879844314
605.0,12.384741099381186
606.0,12.382976281288382
607.0,12.381211562431224
608.0,12.379447054133085
609.0,12.377682849960241
610.0,12.37591902882765
611.0,12.374155656208101
612.0,12.372392788164378
613.0,12.370630474343242
614.0,12.368493802340739
615.0,12.366181376590731
616.0,12.363920269811286
617.0,12.361686437395388
618.0,12.35946868344083
619.0,12.357555332758194
620.0,12.355895695744879
621.0,12.354201974695673
622.0,12.352489739609945
623.0,12.350767358646609
624.0,12.34878901535585
625.0,12.346499994150436
626.0,12.344265551622781
627.0,12.342059497314056
628.0,12.339869741028425
629.0,12.337866832805435
630.0,12.336239025677747
631.0,12.334573018381674
632.0,12.332886247884169
633.0,12.331188093116431
634.0,12.329357583113653
635.0,12.327082212208005
636.0,12.324868709438329
637.0,12.322687005362594
638.0,12.320523300295116
639.0,12.318371158736333
640.0,12.31622750799259
641.0,12.314090837102931
642.0,12.311960374408647
643.0,12.309835704877345
644.0,12.307716591948525
645.0,12.305602893232578
646.0,12.303494521661236
647.0,12.301391424939823
648.0,12.29929357221779
649.0,12.297200946704015
650.0,12.295113541502571
651.0,12.293031358192945
652.0,12.29095440579902
653.0,12.288882698619783
654.0,12.286816254769274
655.0,12.28475509538099
656.0,12.282699247095657
657.0,12.280648744017816
658.0,12.278603624057252
659.0,12.276563926635914
660.0,12.274529691750155
661.0,12.272500962552721
662.0,12.270477788843124
663.0,12.268460223513834
664.0,12.266448319916202
665.0,12.264761203678699
666.0,12.263248568385876
667.0,12.261707068571518
668.0,12.26015028851463
669.0,12.258585628035185
670.0,12.257017199776469
671.0,12.255447353506248
672.0,12.253877483676007
673.0,12.252308457806482
674.0,12.25074084581039
675.0,12.249175044720594
676.0,12.247611348202334
677.0,12.246049987988393
678.0,12.244491155879176
679.0,12.242935015408529
680.0,12.241381709222507
681.0,12.239831364002232
682.0,12.238284094131206
683.0,12.236740004136147
684.0,12.235199190270242
685.0,12.233661741742775
686.0,12.232127741794171
687.0,12.230597269282113
688.0,12.2290703995015
689.0,12.2275472041386
690.0,12.226027751399375
691.0,12.224512106211053
692.0,12.223000330133043
693.0,12.221492481510216
694.0,12.21998861605744
695.0,12.218488787263645
696.0,12.216522744332554
697.0,12.214570974745635
698.0,12.212657721167544
699.0,12.21076774363146
700.0,12.208893921549071
701.0,12.207032840963262
702.0,12.205182801143161
703.0,12.203342907989834
704.0,12.201512659391557
705.0,12.199691752071509
706.0,12.198216540675789
707.0,12.19685576131862
708.0,12.195475205273892
709.0,12.194085494280488
710.0,12.192692385148371
711.0,12.190998221887241
712.0,12.189158388784575
713.0,12.187358619004538
714.0,12.185582484613095
715.0,12.183822397268203
716.0,12.182074780198947
717.0,12.180337896247595
718.0,12.178610867029215
719.0,12.176893223107685
720.0,12.175184695432245
721.0,12.173485117461297
722.0,12.171794378946492
723.0,12.170112405506954
724.0,12.168439145139672
725.0,12.166774559317696
726.0,12.16511861806862
727.0,12.163471297792523
728.0,12.161832582905584
729.0,12.160202463855079
730.0,12.158580933764018
731.0,12.1569679867114
732.0,12.155363617388684
733.0,12.153767824406536
734.0,12.152180609947338
735.0,12.150601976669025
736.0,12.149031926248682
737.0,12.147881833490526
738.0,12.146706642688963
739.0,12.145519617589061
740.0,12.144327901373675
741.0,12.143135400031843
742.0,12.141944293841048
743.0,12.14075583516758
744.0,12.139570771549092
745.0,12.138389569453203
746.0,12.137212534785125
747.0,12.13603987889522
748.0,12.134871756740313
749.0,12.133708289374159
750.0,12.132549574763798
751.0,12.131395694084453
752.0,12.13024671585451
753.0,12.129102699133204
754.0,12.127963696104672
755.0,12.126829753077061
756.0,12.12570091116753
757.0,12.124577206973981
758.0,12.123458672820261
