Type,Value
Data Source,Hot_Science_6LTAN_600 : TMD : THERMAL_REVAMP3_HOT_SCIE
Element,73013
,
,
Time[s],Temperature
280.0,23.624387311279825
281.0,23.636147688941588
282.0,23.647855344539217
283.0,23.659510921152393
284.0,23.671115118612676
285.0,23.682668643719914
286.0,23.694172195556273
287.0,23.705626463066412
288.0,23.717032125634663
289.0,23.728389851543056
290.0,23.739700299084177
291.0,23.750964116754282
292.0,23.76218194278573
293.0,23.77335440665537
294.0,23.784482127454687
295.0,23.79556571096519
296.0,23.806605749636624
297.0,23.817602823370184
298.0,23.828557500910314
299.0,23.839470340913387
300.0,23.85034189223958
301.0,23.861172694240622
302.0,23.871963276926934
303.0,23.882714161545827
304.0,23.893425861289565
305.0,23.904098881185487
306.0,23.914733718078107
307.0,23.925330860667984
308.0,23.935890789895073
309.0,23.946413979517835
310.0,23.956900895985186
311.0,23.967351998427485
312.0,23.977767738704813
313.0,23.98814856194579
314.0,23.998494907607398
315.0,24.008807209122374
316.0,24.01908589376022
317.0,24.029331382623376
318.0,24.039544090768747
319.0,24.04972442755375
320.0,24.059872796643567
321.0,24.069989595962916
322.0,24.080075217667773
323.0,24.09013004818161
324.0,24.100154468383206
325.0,24.110148853483047
326.0,24.120113572955525
327.0,24.13004899052832
328.0,24.13995546426446
329.0,24.149833347028707
330.0,24.159682986433726
331.0,24.169504724722973
332.0,24.179298898795217
333.0,24.189065840301307
334.0,24.198805876051868
335.0,24.20851932797306
336.0,24.218206512968596
337.0,24.227867742869535
338.0,24.237503324361914
339.0,24.247113558716563
340.0,24.25669874149555
341.0,24.266259162555173
342.0,24.275795106079894
343.0,24.285306850612187
344.0,24.294794668660135
345.0,24.30425882637742
346.0,24.3136995837027
347.0,24.32311719416581
348.0,24.332511904551513
349.0,24.341883954423224
350.0,24.351233575772895
351.0,24.36056204758451
352.0,24.369888205503624
353.0,24.37927095309782
354.0,24.388792448178105
355.0,24.39853337985676
356.0,24.408560122774713
357.0,24.41892101472703
358.0,24.429647157223275
359.0,24.440754950314414
360.0,24.452249013184574
361.0,24.46412386612345
362.0,24.476349777807528
363.0,24.488852193472585
364.0,24.50153008608788
365.0,24.51428187804975
366.0,24.527019204593465
367.0,24.53967132510701
368.0,24.552184829781233
369.0,24.564521469256782
370.0,24.576655486764892
371.0,24.588571049772643
372.0,24.60026000258235
373.0,24.611719993331324
374.0,24.622952958618026
375.0,24.633963921645744
376.0,24.644760055616924
377.0,24.655349963726568
378.0,24.66574313209358
379.0,24.675949519296626
380.0,24.685979251979308
381.0,24.695842403514977
382.0,24.70554883642409
383.0,24.715108092804396
384.0,24.724529321091346
385.0,24.73382122937261
386.0,24.742992059537915
387.0,24.752049577002936
388.0,24.761001071094
389.0,24.769853363174175
390.0,24.778612818743415
391.0,24.78728536281146
392.0,24.795876500300082
393.0,24.804391338704754
394.0,24.81283461166538
395.0,24.821210702141904
396.0,24.82952366465951
397.0,24.837777247635845
398.0,24.84597491496301
399.0,24.854119866496102
400.0,24.86221505744145
401.0,24.870263216175164
402.0,24.87826686086091
403.0,24.88622831536562
404.0,24.894149724095982
405.0,24.902033065770848
406.0,24.909880166287792
407.0,24.91769271064974
408.0,24.92547225386259
409.0,24.93322023104527
410.0,24.940937966757858
411.0,24.948626683514945
412.0,24.956287509902428
413.0,24.96392148805553
414.0,24.971529580501283
415.0,24.97911267647439
416.0,24.986671597691682
417.0,24.994207103536624
418.0,25.001719895986504
419.0,25.00921062415811
420.0,25.016679888615
421.0,25.02412824580662
422.0,25.031556211200392
423.0,25.03896426233475
424.0,25.046352841801813
425.0,25.05372236008352
426.0,25.061073198892323
427.0,25.068405713291227
428.0,25.075720233430953
429.0,25.083017066402494
430.0,25.090296497988888
431.0,25.09755879480971
432.0,25.10480420578709
433.0,25.112032963240143
434.0,25.119245284132525
435.0,25.126441371242183
436.0,25.13362141442431
437.0,25.140785591555666
438.0,25.147934069368155
439.0,25.15506700439512
440.0,25.162184543851712
441.0,25.169286826714774
442.0,25.176373984998342
443.0,25.1834461444041
444.0,25.19050342476323
445.0,25.197545940417875
446.0,25.204573800669408
447.0,25.21158711031997
448.0,25.218585969982268
449.0,25.225570476342423
450.0,25.232540722417298
451.0,25.23949679807906
452.0,25.24643879104331
453.0,25.25336678703135
454.0,25.26028086981074
455.0,25.26718112127274
456.0,25.274067621687376
457.0,25.280940450323573
458.0,25.287799685464538
459.0,25.294645404393265
460.0,25.301477683416906
461.0,25.30829659801811
462.0,25.315102223597332
463.0,25.321894635730583
464.0,25.328673910063756
465.0,25.335440122237564
466.0,25.342193347858558
467.0,25.348933662664837
468.0,25.35566114271232
469.0,25.36237586437336
470.0,25.369077904311354
471.0,25.375767339500378
472.0,25.382444247635174
473.0,25.3891087073795
474.0,25.39576079822938
475.0,25.402400600382933
476.0,25.40902819462478
477.0,25.415643662371593
478.0,25.422247085928745
479.0,25.428838548459662
480.0,25.435418133864808
481.0,25.44198592670326
482.0,25.448542012480424
483.0,25.455086477859336
484.0,25.461619410459893
485.0,25.468140898750168
486.0,25.474651031956924
487.0,25.481149900332124
488.0,25.487637595445367
489.0,25.494114209905586
490.0,25.50057983721111
491.0,25.507034571630857
492.0,25.513478508473995
493.0,25.51991174455004
494.0,25.526334377806585
495.0,25.53274650712116
496.0,25.539148232134117
497.0,25.54553965298717
498.0,25.551920870257746
499.0,25.5582919852806
500.0,25.564653100066714
501.0,25.571004317186063
502.0,25.577345739472133
503.0,25.583677469666128
504.0,25.589999610953086
505.0,25.596312266997256
506.0,25.60261554186654
507.0,25.60890953998733
508.0,25.61519436621557
509.0,25.621470125868143
