Type,Value
Data Source,Cold_11LTAN_Nominal_500 : TMD : THERMAL_REVAMP1_COLD_11L
Element,69607
,
,
Time[s],Temperature
472.0,-21.684573425437456
473.0,-21.69855899554047
474.0,-21.712514474100995
475.0,-21.726440026990915
476.0,-21.74033581851484
477.0,-21.754202011368815
478.0,-21.768038766713
479.0,-21.781846244178887
480.0,-21.79562460187433
481.0,-21.80937399629337
482.0,-21.823094582300868
483.0,-21.836786513413884
484.0,-21.850449941666465
485.0,-21.864085017613828
486.0,-21.87769188995373
487.0,-21.891270705581267
488.0,-21.904821610620473
489.0,-21.918344749774135
490.0,-21.93184026631774
491.0,-21.945308301792835
492.0,-21.95874899603948
493.0,-21.972162488056917
494.0,-21.98554891547774
495.0,-21.99890841456541
496.0,-22.012241120140185
497.0,-22.025547165565285
498.0,-22.038826683009155
499.0,-22.052079803328244
500.0,-22.065306656074725
501.0,-22.078507369504514
502.0,-22.0916820705472
503.0,-22.104830884851832
504.0,-22.11795393681624
505.0,-22.131051349598078
506.0,-22.14412324507321
507.0,-22.157169743814144
508.0,-22.17019096526464
509.0,-22.183187027682408
510.0,-22.196158048147524
511.0,-22.209104142541634
512.0,-22.222025425524045
513.0,-22.23492201064943
514.0,-22.247794010346627
515.0,-22.26064153592756
516.0,-22.273464697576106
517.0,-22.286263604315046
518.0,-22.299038364099346
519.0,-22.311789083816183
520.0,-22.32451586929336
521.0,-22.337218825331572
522.0,-22.349898055666205
523.0,-22.362553662937316
524.0,-22.37518574876775
525.0,-22.387794413773474
526.0,-22.400379757675676
527.0,-22.41294187925779
528.0,-22.425480876110157
529.0,-22.43799684485055
530.0,-22.450489881138907
531.0,-22.462960079882706
532.0,-22.475407535172202
533.0,-22.487832339768065
534.0,-22.500234585499314
535.0,-22.512614363282097
536.0,-22.52497176340619
537.0,-22.537306875459784
538.0,-22.54961978758611
539.0,-22.561910587034287
540.0,-22.574179360181954
541.0,-22.586426192311876
542.0,-22.598651167607304
543.0,-22.61085436983276
544.0,-22.623035881935632
545.0,-22.635195786042352
546.0,-22.647334163031196
547.0,-22.6594510925467
548.0,-22.671546654260986
549.0,-22.683620927090672
550.0,-22.695673989182062
551.0,-22.707705917952815
552.0,-22.71971679005454
553.0,-22.73170668130391
554.0,-22.743675666778955
555.0,-22.755623820828756
556.0,-22.767551217390704
557.0,-22.77945792993796
558.0,-22.79134403061363
559.0,-22.80320959084516
560.0,-22.815054681369016
561.0,-22.82687935853814
562.0,-22.8386836644103
563.0,-22.850467666838284
564.0,-22.862231433792907
565.0,-22.873975032599358
566.0,-22.885698310407363
567.0,-22.897400894436384
568.0,-22.909082838961545
569.0,-22.92074421026035
570.0,-22.932385074048987
571.0,-22.944005379883123
572.0,-22.95560495870761
573.0,-22.96718386646678
574.0,-22.97874216535078
575.0,-22.99027991710016
576.0,-23.00179705484558
577.0,-23.013293379456513
578.0,-23.024768943587848
579.0,-23.036223807174217
580.0,-23.047658029825925
581.0,-23.059071492085913
582.0,-23.07046389018452
583.0,-23.081835275657035
584.0,-23.09318571051154
585.0,-23.104515256372295
586.0,-23.115823831669207
587.0,-23.127111206114236
588.0,-23.13837743528199
589.0,-23.149622583082262
590.0,-23.160846712922304
591.0,-23.172049516398754
592.0,-23.183230289877024
593.0,-23.194389074096836
594.0,-23.20552593290864
595.0,-23.216640929887458
596.0,-23.227733507329543
597.0,-23.23880243791662
598.0,-23.249847743040583
599.0,-23.260869484174403
600.0,-23.271867722970054
601.0,-23.282841845572843
602.0,-23.293790506961106
603.0,-23.30471373118799
604.0,-23.315611586957257
605.0,-23.326484142963242
606.0,-23.337331156455434
607.0,-23.348152041273934
608.0,-23.358946842541442
609.0,-23.369715626341364
610.0,-23.380458458742673
611.0,-23.391174365751006
612.0,-23.401861227156537
613.0,-23.412519052207564
614.0,-23.42314792205854
615.0,-23.43374791771518
616.0,-23.44431836148243
617.0,-23.454857729439397
618.0,-23.46536605662918
619.0,-23.47584343171109
620.0,-23.48628994322546
621.0,-23.496705459680914
622.0,-23.50708959691353
623.0,-23.51744242064424
624.0,-23.52776401271796
625.0,-23.53805445528765
626.0,-23.548313583373016
627.0,-23.558540943877688
628.0,-23.568736591634064
629.0,-23.578900600450744
630.0,-23.589033044833975
631.0,-23.59913327534102
632.0,-23.609199796025294
633.0,-23.619232610406875
634.0,-23.629231778471933
635.0,-23.639197361943626
636.0,-23.649128401790513
637.0,-23.65902276141387
638.0,-23.668880455127063
639.0,-23.67870157780174
640.0,-23.6884862251491
641.0,-23.698233736886486
642.0,-23.707942572617295
643.0,-23.717612791691476
644.0,-23.727244513736437
645.0,-23.736837858466618
646.0,-23.74639064785325
647.0,-23.755897996449196
648.0,-23.7653598936068
649.0,-23.774776514473455
650.0,-23.78414803340132
651.0,-23.793473019235478
652.0,-23.80274810805341
653.0,-23.81197333573805
654.0,-23.821148870656177
655.0,-23.830274881493835
656.0,-23.839350842238193
657.0,-23.848375357403043
658.0,-23.857348490012114
659.0,-23.866270362610415
660.0,-23.875141099203972
661.0,-23.88395764725953
662.0,-23.892713093555557
663.0,-23.90140736667947
664.0,-23.910040671159244
665.0,-23.918613212063843
666.0,-23.927123930222233
667.0,-23.935570206244886
668.0,-23.943952148067
669.0,-23.95226997572951
670.0,-23.960523910130956
671.0,-23.96871306171485
672.0,-23.97683515263861
673.0,-23.984890309099885
674.0,-23.992878756466336
675.0,-24.000800719655384
676.0,-24.00865578926976
677.0,-24.016442756127834
678.0,-24.024161789270863
679.0,-24.031813115168976
680.0,-24.039396959895292
681.0,-24.046917268780238
682.0,-24.054382725455184
683.0,-24.061793879363332
684.0,-24.069150930792436
685.0,-24.07645407828028
686.0,-24.08370516647913
687.0,-24.090908164458213
688.0,-24.098063423945025
689.0,-24.10517113727024
690.0,-24.112231494118337
691.0,-24.11924810031863
692.0,-24.1262289972885
693.0,-24.133174670803825
694.0,-24.140085271223445
695.0,-24.14696094532578
696.0,-24.15380387787031
697.0,-24.16061892620747
698.0,-24.16740641150512
699.0,-24.174166449681998
700.0,-24.18089915350452
701.0,-24.187604293104798
702.0,-24.19428118581523
703.0,-24.200929904898317
704.0,-24.207550555849437
705.0,-24.214143242085207
706.0,-24.220707289566654
707.0,-24.227240985924684
708.0,-24.23374430522056
709.0,-24.24021724644919
710.0,-24.24665990379067
711.0,-24.253072004439826
712.0,-24.25945246212894
713.0,-24.265800758968577
714.0,-24.272116246741398
715.0,-24.278398106153933
716.0,-24.284646135983117
717.0,-24.290860443401098
718.0,-24.297040366024014
719.0,-24.3031852170979
720.0,-24.309294323172377
721.0,-24.315364919040356
722.0,-24.321391380277607
723.0,-24.327372996111688
