Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value
266400,16.8553263,266400,9.954814983,266400,15.70446659,266400,31.39853653,266400,23.41905838,266400,23.42672508,266400,12.91453531,266400,12.33159421,266400,12.35238959,266400,36.54889518,266400,0,266400,0,266400,0,266400,0,266400,0,266400,0,266400,0,266400,0
267600,16.81554338,267600,10.00411492,267600,15.68930408,267600,31.4038028,267600,23.40442061,267600,23.41228642,267600,12.88300324,267600,12.2999714,267600,12.32084996,267600,36.51959443,267600,0,267600,0,267600,0,267600,0,267600,0,267600,0,267600,0,267600,0
268800,16.76500243,268800,9.985931202,268800,15.64613091,268800,31.41298138,268800,23.37584962,268800,23.38401119,268800,12.82593475,268800,12.23772836,268800,12.25871474,268800,36.46200813,268800,0,268800,0,268800,0,268800,0,268800,0,268800,0,268800,0,268800,0
270000,16.70070331,270000,9.890720154,270000,15.60741756,270000,31.42014105,270000,23.34712309,270000,23.35548951,270000,12.77292051,270000,12.1769384,270000,12.19803085,270000,36.40436122,270000,0,270000,0,270000,0,270000,0,270000,0,270000,0,270000,0,270000,0
271200,16.66506929,271200,9.870160117,271200,15.59217278,271200,31.42383655,271200,23.33137505,271200,23.33978431,271200,12.7433916,271200,12.14393087,271200,12.165104,271200,36.37276449,271200,0,271200,0,271200,0,271200,0,271200,0,271200,0,271200,0,271200,0
272400,16.65030779,272400,9.880879251,272400,15.58524888,272400,31.4252599,272400,23.32607756,272400,23.33448026,272400,12.7313206,272400,12.13260926,272400,12.15380641,272400,36.36207256,272400,0,272400,0,272400,0,272400,0,272400,0,272400,0,272400,0,272400,0
273600,16.60191282,273600,9.870464147,273600,15.53876109,273600,31.43295382,273600,23.29774536,273600,23.30604473,273600,12.68085119,273600,12.07262718,273600,12.09393241,273600,36.30503209,273600,0,273600,0,273600,0,273600,0,273600,0,273600,0,273600,0,273600,0
274800,16.53776666,274800,9.71595813,274800,15.48291945,274800,31.43898517,274800,23.26905764,274800,23.27719725,274800,12.63034014,274800,12.01408858,274800,12.03550545,274800,36.24873014,274800,0,274800,0,274800,0,274800,0,274800,0,274800,0,274800,0,274800,0
276000,16.52041078,276000,9.679494485,276000,15.4692172,276000,31.43973866,276000,23.26356197,276000,23.27168103,276000,12.62126611,276000,12.00318843,276000,12.0246342,276000,36.23832077,276000,0,276000,0,276000,0,276000,0,276000,0,276000,0,276000,0,276000,0
277200,16.47890574,277200,9.638464407,277200,15.44781799,277200,31.44487462,277200,23.23824956,277200,23.2464523,277200,12.57543651,277200,11.95228988,277200,11.97388145,277200,36.18996339,277200,0,277200,0,277200,0,277200,0,277200,0,277200,0,277200,0,277200,0
278400,16.4421458,278400,9.688744105,278400,15.43429247,278400,31.44853162,278400,23.22629238,278400,23.23456034,278400,12.54930437,278400,11.92754026,278400,11.94919895,278400,36.16691758,278400,0,278400,0,278400,0,278400,0,278400,0,278400,0,278400,0,278400,0
279600,16.39541736,279600,9.680670352,279600,15.39271295,279600,31.45634461,279600,23.19791302,279600,23.20624042,279600,12.49626266,279600,11.86820026,279600,11.88994663,279600,36.11186476,279600,0,279600,0,279600,0,279600,0,279600,0,279600,0,279600,0,279600,0
280800,16.33132683,280800,9.544577628,280800,15.33651466,280800,31.46180593,280800,23.16920623,280800,23.17750605,280800,12.44453247,280800,11.81033214,280800,11.83215884,280800,36.05683276,280800,0,280800,0,280800,0,280800,0,280800,0,280800,0,280800,0,280800,0
282000,16.31473225,282000,9.506599237,282000,15.32426455,282000,31.46243882,282000,23.16372277,282000,23.17199918,282000,12.43556912,282000,11.79960948,282000,11.82146227,282000,36.04657034,282000,0,282000,0,282000,0,282000,0,282000,0,282000,0,282000,0,282000,0
283200,16.27907876,283200,9.457207409,283200,15.30407584,283200,31.46621588,283200,23.14190061,283200,23.15028411,283200,12.39547128,283200,11.75643139,283200,11.77839236,283200,36.00545142,283200,0,283200,0,283200,0,283200,0,283200,0,283200,0,283200,0,283200,0
284400,16.24269563,284400,9.50590576,284400,15.29075508,284400,31.47009655,284400,23.12844549,284400,23.13699211,284400,12.36730961,284400,11.72923261,284400,11.75125941,284400,35.97994391,284400,0,284400,0,284400,0,284400,0,284400,0,284400,0,284400,0,284400,0
285600,16.1947323,285600,9.495627485,285600,15.24857694,285600,31.47733574,285600,23.09993377,285600,23.10873397,285600,12.31468033,285600,11.67113349,285600,11.69324868,285600,35.9256425,285600,0,285600,0,285600,0,285600,0,285600,0,285600,0,285600,0,285600,0
286800,16.13254348,286800,9.402499531,286800,15.21128594,286800,31.48261219,286800,23.07129297,286800,23.08027725,286800,12.26458894,286800,11.61446203,286800,11.63666344,286800,35.87148302,286800,0,286800,0,286800,0,286800,0,286800,0,286800,0,286800,0,286800,0
288000,16.09853073,288000,9.384927491,288000,15.19645437,288000,31.48527968,288000,23.05558533,288000,23.0646195,288000,12.23784792,288000,11.5837405,288000,11.60601329,288000,35.84186544,288000,0,288000,0,288000,0,288000,0,288000,0,288000,0,288000,0,288000,0
289200,16.08620533,289200,9.394124548,289200,15.19232067,289200,31.4861158,289200,23.05143949,289200,23.06046858,289200,12.22799563,289200,11.57547996,289200,11.59776967,289200,35.83401618,289200,0,289200,0,289200,0,289200,0,289200,0,289200,0,289200,0,289200,0
290400,16.06600117,290400,9.412743348,290400,15.17466482,290400,31.48884875,290400,23.03938296,290400,23.04845196,290400,12.20711762,290400,11.55131656,290400,11.57364794,290400,35.81110906,290400,0,290400,0,290400,0,290400,0,290400,0,290400,0,290400,0,290400,0
291600,16.01327428,291600,9.400030197,291600,15.13821792,291600,31.49549665,291600,23.01139033,291600,23.02055261,291600,12.1585792,291600,11.4959516,291600,11.51836297,291600,35.75807377,291600,0,291600,0,291600,0,291600,0,291600,0,291600,0,291600,0,291600,0
292800,15.95595847,292800,9.303861937,292800,15.10102263,292800,31.49995273,292800,22.98333426,292800,22.99245796,292800,12.11672385,292800,11.44228673,292800,11.46479212,292800,35.70586839,292800,0,292800,0,292800,0,292800,0,292800,0,292800,0,292800,0,292800,0
294000,15.92639033,294000,9.285932003,294000,15.09153973,294000,31.50169942,294000,22.97134414,294000,22.98041311,294000,12.0959884,294000,11.41960412,294000,11.44216687,294000,35.68386682,294000,0,294000,0,294000,0,294000,0,294000,0,294000,0,294000,0,294000,0
295200,15.90797158,295200,9.299095718,295200,15.07984919,295200,31.50351678,295200,22.96170087,295200,22.97073427,295200,12.08038247,295200,11.40108678,295200,11.42369338,295200,35.66616253,295200,0,295200,0,295200,0,295200,0,295200,0,295200,0,295200,0,295200,0
296400,15.85858227,296400,9.279131884,296400,15.04049014,296400,31.50919596,296400,22.93405528,296400,22.94300844,296400,12.03631228,296400,11.34850443,296400,11.37122077,296400,35.61581621,296400,0,296400,0,296400,0,296400,0,296400,0,296400,0,296400,0,296400,0
297600,15.80079155,297600,9.137526693,297600,14.98676248,297600,31.5128632,297600,22.90604577,297600,22.91487291,297600,11.99565914,297600,11.29719482,297600,11.32003365,297600,35.56650951,297600,0,297600,0,297600,0,297600,0,297600,0,297600,0,297600,0,297600,0
298800,15.7833203,298800,9.101051212,298800,14.97453088,298800,31.51316737,298800,22.90069739,298800,22.90948465,298800,11.98608187,298800,11.28765501,298800,11.31052529,298800,35.55743684,298800,0,298800,0,298800,0,298800,0,298800,0,298800,0,298800,0,298800,0
300000,15.74676259,300000,9.056025036,300000,14.95722986,300000,31.51606984,300000,22.87713921,300000,22.88598091,300000,11.94965683,300000,11.24508814,300000,11.26810418,300000,35.51728079,300000,0,300000,0,300000,0,300000,0,300000,0,300000,0,300000,0,300000,0
301200,15.70848428,301200,9.110678106,301200,14.94375959,301200,31.51942276,301200,22.86294414,301200,22.87188813,301200,11.92115156,301200,11.2186344,301200,11.24173379,301200,35.49292316,301200,0,301200,0,301200,0,301200,0,301200,0,301200,0,301200,0,301200,0
302400,15.6632263,302400,9.097444236,302400,14.90648011,302400,31.52500873,302400,22.83525369,302400,22.84432823,302400,11.87517846,302400,11.16638105,302400,11.18957803,302400,35.44510047,302400,0,302400,0,302400,0,302400,0,302400,0,302400,0,302400,0,302400,0
303600,15.60791904,303600,9.017125356,303600,14.87311672,303600,31.52850319,303600,22.80992655,303600,22.81912213,303600,11.83219674,303600,11.11995005,303600,11.1432322,303600,35.40152322,303600,0,303600,0,303600,0,303600,0,303600,0,303600,0,303600,0,303600,0
304800,15.57724522,304800,9.000541414,304800,14.86126762,304800,31.53042767,304800,22.79464523,304800,22.80389551,304800,11.80926041,304800,11.0922804,304800,11.11563814,304800,35.37524621,304800,0,304800,0,304800,0,304800,0,304800,0,304800,0,304800,0,304800,0
306000,15.56388971,306000,9.013124033,306000,14.85583228,306000,31.53113825,306000,22.79006396,306000,22.79930305,306000,11.79811979,306000,11.08383308,306000,11.1072118,306000,35.36731669,306000,0,306000,0,306000,0,306000,0,306000,0,306000,0,306000,0,306000,0
307200,15.5497476,307200,9.028715619,307200,14.84438571,307200,31.53264217,307200,22.78135988,307200,22.79061762,307200,11.78530702,307200,11.0677006,307200,11.09111383,307200,35.35222959,307200,0,307200,0,307200,0,307200,0,307200,0,307200,0,307200,0,307200,0
308400,15.50142053,308400,9.020369326,308400,14.80769403,308400,31.53769623,308400,22.75408154,308400,22.76337187,308400,11.74072623,308400,11.01783593,308400,11.04134025,308400,35.30504036,308400,0,308400,0,308400,0,308400,0,308400,0,308400,0,308400,0,308400,0
309600,15.44654273,309600,8.923741844,309600,14.77439193,309600,31.54076798,309600,22.72697954,309600,22.73621194,309600,11.70355139,309600,10.97003602,309600,10.99363872,309600,35.25903371,309600,0,309600,0,309600,0,309600,0,309600,0,309600,0,309600,0,309600,0
310800,15.41739219,310800,8.907382921,310800,14.76509996,310800,31.54204859,310800,22.7141771,310800,22.72335239,310800,11.68275029,310800,10.94771095,310800,10.97137868,310800,35.23759435,310800,0,310800,0,310800,0,310800,0,310800,0,310800,0,310800,0,310800,0
312000,15.40070411,312000,8.922297136,312000,14.75616552,312000,31.54323347,312000,22.70585551,312000,22.71499263,312000,11.6703139,312000,10.93295875,312000,10.95666715,312000,35.22364976,312000,0,312000,0,312000,0,312000,0,312000,0,312000,0,312000,0,312000,0
313200,15.35493204,313200,8.906625137,313200,14.71884078,313200,31.54741742,313200,22.67888186,313200,22.68789063,313200,11.62971475,313200,10.88550956,313200,10.90933023,313200,35.17873804,313200,0,313200,0,313200,0,313200,0,313200,0,313200,0,313200,0,313200,0
314400,15.29950992,314400,8.765416989,314400,14.66772298,314400,31.54976151,314400,22.6515295,314400,22.66038858,314400,11.59231712,314400,10.83918282,314400,10.86312278,314400,35.1346777,314400,0,314400,0,314400,0,314400,0,314400,0,314400,0,314400,0,314400,0
315600,15.28328704,315600,8.729413303,315600,14.65588205,315600,31.54982677,315600,22.6463016,315600,22.65512538,315600,11.58346411,315600,10.83056352,315600,10.85453443,315600,35.12655488,315600,0,315600,0,315600,0,315600,0,315600,0,315600,0,315600,0,315600,0
316800,15.24673675,316800,8.689170135,316800,14.64086207,316800,31.55177061,316800,22.62217254,316800,22.6310452,316800,11.54809976,316800,10.79021288,316800,10.81433552,316800,35.08883831,316800,0,316800,0,316800,0,316800,0,316800,0,316800,0,316800,0,316800,0
318000,15.2132712,318000,8.740574384,318000,14.62971003,318000,31.55400763,318000,22.61051471,318000,22.61945099,318000,11.5249092,318000,10.76998014,318000,10.79417165,318000,35.07043353,318000,0,318000,0,318000,0,318000,0,318000,0,318000,0,318000,0,318000,0
319200,15.17167673,319200,8.737050217,319200,14.59426896,319200,31.55831239,319200,22.5834712,319200,22.59248116,319200,11.48191076,319200,10.72240436,319200,10.74668794,319200,35.02740673,319200,0,319200,0,319200,0,319200,0,319200,0,319200,0,319200,0,319200,0
320400,15.11468838,320400,8.609107506,320400,14.54296258,320400,31.56024496,320400,22.55611932,320400,22.56508711,320400,11.43810251,320400,10.67594516,320400,10.70030934,320400,34.98414622,320400,0,320400,0,320400,0,320400,0,320400,0,320400,0,320400,0,320400,0
321600,15.09994382,321600,8.572537405,321600,14.53220122,321600,31.56020454,321600,22.55088279,321600,22.55982013,321600,11.4315208,321600,10.66733147,321600,10.69172046,321600,34.97603704,321600,0,321600,0,321600,0,321600,0,321600,0,321600,0,321600,0,321600,0
322800,15.06771474,322800,8.528059553,322800,14.51721036,322800,31.56143372,322800,22.52979985,322800,22.53883392,322800,11.39645868,322800,10.63209267,322800,10.65658484,322800,34.94305954,322800,0,322800,0,322800,0,322800,0,322800,0,322800,0,322800,0,322800,0
324000,15.0321661,324000,8.585980133,324000,14.50570926,324000,31.56410602,324000,22.51503722,324000,22.52427532,324000,11.36977882,324000,10.60675183,324000,10.63131189,324000,34.91976229,324000,0,324000,0,324000,0,324000,0,324000,0,324000,0,324000,0,324000,0
325200,14.98857708,325200,8.577336431,325200,14.46987238,325200,31.56794983,325200,22.48789033,325200,22.49742035,325200,11.32411258,325200,10.55950075,325200,10.58413161,325200,34.87646494,325200,0,325200,0,325200,0,325200,0,325200,0,325200,0,325200,0,325200,0
326400,14.93395197,326400,8.495754199,326400,14.43755682,326400,31.56981148,326400,22.46059922,326400,22.47032431,326400,11.28236412,326400,10.51349401,326400,10.53819398,326400,34.83295455,326400,0,326400,0,326400,0,326400,0,326400,0,326400,0,326400,0,326400,0
327600,14.90515865,327600,8.480536942,327600,14.42676789,327600,31.57058098,327600,22.44675432,327600,22.45651613,327600,11.26076514,327600,10.49040906,327600,10.51516564,327600,34.81080691,327600,0,327600,0,327600,0,327600,0,327600,0,327600,0,327600,0,327600,0
328800,14.8923519,328800,8.494080089,328800,14.42198679,328800,31.57105542,328800,22.44117831,328800,22.45093296,328800,11.25054151,328800,10.48093758,328800,10.50571402,328800,34.80184849,328800,0,328800,0,328800,0,328800,0,328800,0,328800,0,328800,0,328800,0
330000,14.85047917,330000,8.493802983,330000,14.3825539,330000,31.57356895,330000,22.41430885,330000,22.42397358,330000,11.21067036,330000,10.43564447,330000,10.46049724,330000,34.75874957,330000,0,330000,0,330000,0,330000,0,330000,0,330000,0,330000,0,330000,0
331200,14.79623626,331200,8.351515767,331200,14.3330762,331200,31.57445571,331200,22.38708639,331200,22.39660255,331200,11.17148751,331200,10.39146859,331200,10.41639768,331200,34.71625215,331200,0,331200,0,331200,0,331200,0,331200,0,331200,0,331200,0,331200,0
332400,14.78089409,332400,8.315224271,332400,14.32030531,332400,31.57426454,332400,22.38159838,332400,22.39109262,332400,11.16384785,332400,10.38281075,332400,10.40776347,332400,34.70797458,332400,0,332400,0,332400,0,332400,0,332400,0,332400,0,332400,0,332400,0
333600,14.74539725,333600,8.284935943,333600,14.30547146,333600,31.57497512,333600,22.35758158,333600,22.36715589,333600,11.12753407,333600,10.34435426,333600,10.3694237,333600,34.67149595,333600,0,333600,0,333600,0,333600,0,333600,0,333600,0,333600,0,333600,0
334800,14.71400435,334800,8.339142757,334800,14.29551758,334800,31.57653545,334800,22.34626452,334800,22.35590376,334800,11.10639629,334800,10.32551543,334800,10.35063617,334800,34.65410304,334800,0,334800,0,334800,0,334800,0,334800,0,334800,0,334800,0,334800,0
336000,14.67417712,336000,8.342101333,336000,14.2603165,336000,31.57930953,336000,22.31939782,336000,22.32909289,336000,11.06368397,336000,10.28018507,336000,10.30535772,336000,34.61247683,336000,0,336000,0,336000,0,336000,0,336000,0,336000,0,336000,0,336000,0
337200,14.61971794,337200,8.216711653,337200,14.21039996,337200,31.57982012,337200,22.29224419,337200,22.3019038,337200,11.02240676,337200,10.23604062,337200,10.26125484,337200,34.57067469,337200,0,337200,0,337200,0,337200,0,337200,0,337200,0,337200,0,337200,0
338400,14.60566753,338400,8.180908091,338400,14.19950765,338400,31.57951722,338400,22.28704662,338400,22.29667889,338400,11.01538586,338400,10.22788195,338400,10.25311509,338400,34.56285238,338400,0,338400,0,338400,0,338400,0,338400,0,338400,0,338400,0,338400,0
339600,14.5752703,339600,8.140263033,339600,14.18609101,339600,31.57963354,339600,22.26640915,339600,22.2761407,339600,10.98314567,339600,10.19497129,339600,10.2202852,339600,34.53149775,339600,0,339600,0,339600,0,339600,0,339600,0,339600,0,339600,0,339600,0
340800,14.54303496,340800,8.197372792,340800,14.17506776,340800,31.58131592,340800,22.25287257,340800,22.2627721,340800,10.95905537,340800,10.1727864,340800,10.19815096,340800,34.51077748,340800,0,340800,0,340800,0,340800,0,340800,0,340800,0,340800,0,340800,0
342000,14.50185979,342000,8.195244071,342000,14.1404117,342000,31.58370937,342000,22.22598027,342000,22.23613021,342000,10.91636421,342000,10.12811781,342000,10.15353135,342000,34.46927311,342000,0,342000,0,342000,0,342000,0,342000,0,342000,0,342000,0,342000,0
343200,14.44941348,343200,8.115070903,343200,14.10837291,343200,31.58417054,343200,22.19896584,343200,22.2092887,343200,10.87662205,343200,10.08467348,343200,10.11013336,343200,34.42772303,343200,0,343200,0,343200,0,343200,0,343200,0,343200,0,343200,0,343200,0
344400,14.42052729,344400,8.10254214,344400,14.09949736,344400,31.58424521,344400,22.18417684,344400,22.19454034,344400,10.85541032,344400,10.06121079,344400,10.0867214,344400,34.40495798,344400,0,344400,0,344400,0,344400,0,344400,0,344400,0,344400,0,344400,0
345600,14.41014365,345600,8.113689857,345600,14.09504147,345600,31.58437107,345600,22.18026791,345600,22.19062285,345600,10.8477173,345600,10.05489907,345600,10.08042142,345600,34.39892839,345600,0,345600,0,345600,0,345600,0,345600,0,345600,0,345600,0,345600,0
346800,14.37124639,346800,8.120974551,346800,14.05732561,346800,31.58534195,346800,22.15368402,346800,22.16389936,346800,10.81117848,346800,10.01223592,346800,10.0378194,346800,34.35794208,346800,0,346800,0,346800,0,346800,0,346800,0,346800,0,346800,0,346800,0
348000,14.31876104,348000,7.977667002,348000,14.00806855,348000,31.58479563,348000,22.12678382,348000,22.13679209,348000,10.77384732,348000,9.970651104,348000,9.996292152,348000,34.31764127,348000,0,348000,0,348000,0,348000,0,348000,0,348000,0,348000,0,348000,0
349200,14.30448906,349200,7.9419413,349200,13.99599462,349200,31.58433207,349200,22.12135466,349200,22.13133911,349200,10.76726253,349200,9.962504445,349200,9.988165378,349200,34.30980401,349200,0,349200,0,349200,0,349200,0,349200,0,349200,0,349200,0,349200,0
350400,14.26885896,350400,7.917462677,350400,13.98198592,350400,31.58385152,350400,22.0965333,350400,22.10657324,350400,10.73115815,350400,9.924660378,350400,9.950429447,350400,34.27369839,350400,0,350400,0,350400,0,350400,0,350400,0,350400,0,350400,0,350400,0
351600,14.23760213,351600,7.978194532,351600,13.972603,351600,31.58487231,351600,22.08484297,351600,22.09492176,351600,10.71071133,351600,9.906053731,351600,9.931869904,351600,34.25647342,351600,0,351600,0,351600,0,351600,0,351600,0,351600,0,351600,0,351600,0
352800,14.19956051,352800,7.983994005,352800,13.93956513,352800,31.58625627,352800,22.05840191,352800,22.06846948,352800,10.67013489,352800,9.863328708,352800,9.889175692,352800,34.21714893,352800,0,352800,0,352800,0,352800,0,352800,0,352800,0,352800,0,352800,0
354000,14.14778487,354000,7.86182512,354000,13.89108482,354000,31.58545891,354000,22.03168457,354000,22.04168469,354000,10.631991,354000,9.821902201,354000,9.847772834,354000,34.17767676,354000,0,354000,0,354000,0,354000,0,354000,0,354000,0,354000,0,354000,0
355200,14.13446899,355200,7.826809534,355200,13.88064944,355200,31.58492336,355200,22.02657071,355200,22.03654183,355200,10.62525326,355200,9.814277747,355200,9.840165682,355200,34.17030266,355200,0,355200,0,355200,0,355200,0,355200,0,355200,0,355200,0,355200,0
356400,14.10404762,356400,7.79307143,356400,13.86806742,356400,31.58406419,356400,22.00519088,356400,22.01524647,356400,10.5942949,356400,9.781928144,356400,9.807896428,356400,34.13921166,356400,0,356400,0,356400,0,356400,0,356400,0,356400,0,356400,0,356400,0
357600,14.07395472,357600,7.850852218,357600,13.85905826,357600,31.58500483,357600,21.99271283,357600,22.00289065,357600,10.57299523,357600,9.762481601,357600,9.788494789,357600,34.12095059,357600,0,357600,0,357600,0,357600,0,357600,0,357600,0,357600,0,357600,0
358800,14.03547974,358800,7.85406953,358800,13.82590987,358800,31.5860948,358800,21.96633112,358800,21.97668505,358800,10.53393693,358800,9.720856905,358800,9.746912791,358800,34.0821063,358800,0,358800,0,358800,0,358800,0,358800,0,358800,0,358800,0,358800,0
360000,13.98781309,360000,7.781257601,360000,13.79743753,360000,31.58543184,360000,21.94170471,360000,21.95219327,360000,10.49939537,360000,9.68330595,360000,9.709399266,360000,34.04608133,360000,0,360000,0,360000,0,360000,0,360000,0,360000,0,360000,0,360000,0
361200,13.96010813,361200,7.772034663,361200,13.78896385,361200,31.58485498,361200,21.92614086,361200,21.93668512,361200,10.4792097,361200,9.659988526,361200,9.686134645,361200,34.02336868,361200,0,361200,0,361200,0,361200,0,361200,0,361200,0,361200,0,361200,0
362400,13.94758026,362400,7.78892575,362400,13.78418404,362400,31.58481629,362400,21.92126872,362400,21.93179989,362400,10.47021435,362400,9.652562652,362400,9.678724198,362400,34.01623719,362400,0,362400,0,362400,0,362400,0,362400,0,362400,0,362400,0,362400,0
363600,13.93516397,363600,7.807789917,363600,13.77502876,363600,31.58494746,363600,21.91278109,363600,21.92332552,363600,10.45921394,363600,9.639514244,363600,9.665697069,363600,34.00377604,363600,0,363600,0,363600,0,363600,0,363600,0,363600,0,363600,0,363600,0
364800,13.89421128,364800,7.810677196,364800,13.74462798,364800,31.58547072,364800,21.88699156,364800,21.89753887,364800,10.42493152,364800,9.600530782,364800,9.626761857,364800,33.96614432,364800,0,364800,0,364800,0,364800,0,364800,0,364800,0,364800,0,364800,0
366000,13.84838467,366000,7.727032665,366000,13.71637018,366000,31.58419378,366000,21.86168471,366000,21.87214592,366000,10.39676404,366000,9.563857541,366000,9.590148308,366000,33.93010396,366000,0,366000,0,366000,0,366000,0,366000,0,366000,0,366000,0,366000,0
367200,13.82546367,367200,7.71546031,367200,13.71050252,367200,31.58347722,367200,21.85064308,367200,21.86104572,367200,10.38265964,367200,9.548155639,367200,9.574491161,367200,33.91470613,367200,0,367200,0,367200,0,367200,0,367200,0,367200,0,367200,0,367200,0
368400,13.81187503,368400,7.732988076,368400,13.70447775,368400,31.58332521,368400,21.84280837,368400,21.85317356,368400,10.37312024,368400,9.536827258,368400,9.56319417,368400,33.90379028,368400,0,368400,0,368400,0,368400,0,368400,0,368400,0,368400,0,368400,0
369600,13.77305298,369600,7.727333429,369600,13.67250012,369600,31.58316299,369600,21.81738932,369600,21.82763199,369600,10.34283221,369600,9.500441529,369600,9.526894074,369600,33.86881294,369600,0,369600,0,369600,0,369600,0,369600,0,369600,0,369600,0,369600,0
370800,13.72654528,370800,7.595879762,370800,13.62657803,370800,31.58121996,370800,21.79164427,370800,21.8017372,370800,10.31483619,370800,9.465049285,370800,9.491593952,370800,33.83483362,370800,0,370800,0,370800,0,370800,0,370800,0,370800,0,370800,0,370800,0
372000,13.7128559,372000,7.561575957,372000,13.61600568,372000,31.58047707,372000,21.786712,372000,21.79676683,372000,10.3083344,372000,9.458487882,372000,9.485058656,372000,33.82860979,372000,0,372000,0,372000,0,372000,0,372000,0,372000,0,372000,0,372000,0
373200,13.68198939,373200,7.529251396,373200,13.60636439,373200,31.57875218,373200,21.76401694,373200,21.77411667,373200,10.28092855,373200,9.427707692,373200,9.454409287,373200,33.79977366,373200,0,373200,0,373200,0,373200,0,373200,0,373200,0,373200,0,373200,0
374400,13.65220235,374400,7.589059889,374400,13.59773153,374400,31.57923106,374400,21.75203526,374400,21.76220295,374400,10.26137042,374400,9.410700272,374400,9.437465148,374400,33.78443796,374400,0,374400,0,374400,0,374400,0,374400,0,374400,0,374400,0,374400,0
375600,13.61668233,375600,7.591587876,375600,13.56829881,375600,31.57933971,375600,21.72669826,375600,21.73693984,375600,10.22711654,375600,9.374010691,375600,9.400841992,375600,33.7516711,375600,0,375600,0,375600,0,375600,0,375600,0,375600,0,375600,0,375600,0
376800,13.56913384,376800,7.475732824,376800,13.52218408,376800,31.57714072,376800,21.70105518,376800,21.71124989,376800,10.19324705,376800,9.33835118,376800,9.36524004,376800,33.71865689,376800,0,376800,0,376800,0,376800,0,376800,0,376800,0,376800,0,376800,0
378000,13.55666378,378000,7.44074979,378000,13.51267797,378000,31.57635357,378000,21.69615613,378000,21.70631795,378000,10.18796911,378000,9.331773926,378000,9.358683975,378000,33.7124621,378000,0,378000,0,378000,0,378000,0,378000,0,378000,0,378000,0,378000,0
379200,13.52852249,379200,7.40272557,379200,13.50309252,379200,31.57445598,379200,21.67562823,379200,21.68587599,379200,10.15966442,379200,9.303770709,379200,9.330773682,379200,33.6862965,379200,0,379200,0,379200,0,379200,0,379200,0,379200,0,379200,0,379200,0
380400,13.49671845,380400,7.471294691,380400,13.49460338,380400,31.57510817,380400,21.66082915,380400,21.67129771,380400,10.13675916,380400,9.282826445,380400,9.309890691,380400,33.66722078,380400,0,380400,0,380400,0,380400,0,380400,0,380400,0,380400,0,380400,0
381600,13.45990231,381600,7.470828329,381600,13.46529525,381600,31.57500282,381600,21.63553362,381600,21.64630094,381600,10.10069826,381600,9.24639164,381600,9.273506654,381600,33.63421045,381600,0,381600,0,381600,0,381600,0,381600,0,381600,0,381600,0,381600,0
382800,13.41444424,382800,7.401530253,382800,13.43828262,382800,31.57296649,382800,21.61014464,382800,21.62110379,382800,10.06839655,382800,9.211198433,382800,9.238364365,382800,33.6009662,382800,0,382800,0,382800,0,382800,0,382800,0,382800,0,382800,0,382800,0
384000,13.39037806,384000,7.391116858,384000,13.43117406,384000,31.57175744,384000,21.59726773,384000,21.60825442,384000,10.05202385,384000,9.193670014,384000,9.220884771,384000,33.58405837,384000,0,384000,0,384000,0,384000,0,384000,0,384000,0,384000,0,384000,0
385200,13.37899496,385200,7.408769004,385200,13.42785096,385200,31.57141871,385200,21.59159838,385200,21.60257455,385200,10.04345524,385200,9.185786276,385200,9.213019929,385200,33.57657322,385200,0,385200,0,385200,0,385200,0,385200,0,385200,0,385200,0,385200,0
386400,13.34377077,386400,7.417135664,386400,13.39532416,386400,31.57011737,386400,21.56666834,386400,21.57754507,386400,10.01314817,386400,9.151464317,386400,9.178761503,386400,33.54385273,386400,0,386400,0,386400,0,386400,0,386400,0,386400,0,386400,0,386400,0
387600,13.29875143,387600,7.285261759,387600,13.35088714,387600,31.56724981,387600,21.54143158,387600,21.5521503,387600,9.983799046,387600,9.118152675,387600,9.145512286,387600,33.51177021,387600,0,387600,0,387600,0,387600,0,387600,0,387600,0,387600,0,387600,0
388800,13.28559056,388800,7.248969437,388800,13.33930051,388800,31.56626628,388800,21.53606805,388800,21.54675824,388800,9.977827357,388800,9.111324586,388800,9.138706938,388800,33.50522857,388800,0,388800,0,388800,0,388800,0,388800,0,388800,0,388800,0,388800,0
390000,13.25578939,390000,7.225665162,390000,13.33064811,390000,31.56375686,390000,21.51379801,390000,21.52455147,390000,9.949842958,390000,9.082406091,390000,9.109897485,390000,33.47785876,390000,0,390000,0,390000,0,390000,0,390000,0,390000,0,390000,0,390000,0
391200,13.22952637,391200,7.282070248,391200,13.32319331,391200,31.56376005,391200,21.5033121,391200,21.51412217,391200,9.933310643,391200,9.068121976,391200,9.095660086,391200,33.4648466,391200,0,391200,0,391200,0,391200,0,391200,0,391200,0,391200,0,391200,0
392400,13.19624749,392400,7.293885498,392400,13.29407161,392400,31.56287529,392400,21.4784683,392400,21.48931937,392400,9.899590095,392400,9.033624063,392400,9.061206375,392400,33.43369634,392400,0,392400,0,392400,0,392400,0,392400,0,392400,0,392400,0,392400,0
