Type,Value,Type,Value,Type,Value,Type,Value,Type,Value,Type,Value
Data Source,Cold_11LTAN_Sceince_500_wBagHeater_Defrost : TMD : BAGHEATERSHEHE_COLD_11LT,Data Source,Cold_11LTAN_Sceince_500_wBagHeater_Defrost_2 : TMD : BAGHEATERSHEHE_COLD_11LT,Data Source,Cold_11LTAN_Sceince_500_wBagHeater_Defrost_3 : TMD : BAGHEATERSHEHE_COLD_11LT,Data Source,Cold_11LTAN_Sceince_500_wBagHeater_Defrost_4 : TMD : BAGHEATERSHEHE_COLD_11LT,Data Source,Cold_11LTAN_Sceince_500_wBagHeater_Defrost_5 : TMD : BAGHEATERSHEHE_COLD_11LT,Data Source,Cold_11LTAN_Sceince_500_wBagHeater_Defrost_6 : TMD : BAGHEATERSHEHE_COLD_11LT
Element,272,Element,272,Element,272,Element,272,Element,272,Element,272
,,,,,,,,,,,
,,,,,,,,,,,
Time[s],Temperature,Time[s],Temperature,Time[s],Temperature,Time[s],Temperature,Time[s],Temperature,Time[s],Temperature
4720.0,-8.818761481424193,4720.0,-7.1625574005076995,4720.0,-5.494553120472625,4720.0,-0.7734783206878365,4720.0,-0.003103141699346081,4720.0,2.7158735728629955
4730.0,-8.81933857302476,4730.0,-7.166688785482299,4730.0,-5.497214429445233,4730.0,-0.7788270131033688,4730.0,-0.009548479061142952,4730.0,2.7040030653723934
4740.0,-8.81990911705796,4740.0,-7.170770274517268,4740.0,-5.499846179525603,4740.0,-0.7841166051453428,4740.0,-0.015922211516509268,4740.0,2.6922688641413406
4750.0,-8.820473188533777,4750.0,-7.174802561566921,4750.0,-5.502448710940606,4750.0,-0.7893477755558899,4750.0,-0.02222517084872021,4750.0,2.6806692577285602
4760.0,-8.821030861611444,4760.0,-7.178786328172934,4760.0,-5.505022359793795,4760.0,-0.7945211948406385,4760.0,-0.028458178426851537,4760.0,2.669202560332325
4770.0,-8.821582209610142,4770.0,-7.182722243765088,4770.0,-5.5075674581229475,4770.0,-0.7996375253840516,4770.0,-0.0346220453616222,4770.0,2.6578671112800136
4780.0,-8.822127305019004,4780.0,-7.186610965953012,4780.0,-5.510084333957022,4780.0,-0.8046974215626009,4780.0,-0.040717572657589254,4780.0,2.646661274530969
4790.0,-8.822666219507404,4790.0,-7.190453140808655,4790.0,-5.512573311371566,4790.0,-0.8097015298559138,4790.0,-0.046745551362720426,4790.0,2.6355834381927092
4800.0,-8.823199023934427,4800.0,-7.1942494031405895,4800.0,-5.515034710543123,4800.0,-0.8146504889555801,4800.0,-0.05270676271459585,4800.0,2.6246320140495802
4810.0,-8.823725788358606,4810.0,-7.19800037675964,4810.0,-5.517468847802915,4810.0,-0.8195449298722395,4810.0,-0.058601978284110595,4810.0,2.613805437103604
4820.0,-8.824246582047222,4820.0,-7.201706674736829,4820.0,-5.519876035689065,4820.0,-0.8243854760407104,4820.0,-0.06443196011597896,4820.0,2.6031021651276194
4830.0,-8.824761473485317,4830.0,-7.205368899653388,4830.0,-5.522256582998097,4830.0,-0.8291727434228386,4830.0,-0.07019746086654746,4830.0,2.592520678229498
4840.0,-8.825270530383891,4840.0,-7.208987643842664,4840.0,-5.524610794834566,4840.0,-0.8339073406082174,4840.0,-0.07589922393847265,4840.0,2.582059478428517
4850.0,-8.825773819688242,4850.0,-7.212563489625068,4850.0,-5.526938972660237,4850.0,-0.8385898689131919,4850.0,-0.08153798361263259,4850.0,2.5717170892421897
4860.0,-8.826271407586267,4860.0,-7.2160970095364325,4860.0,-5.52924141434232,4860.0,-0.8432209224782139,4860.0,-0.08711446517806538,4860.0,2.561492055283246
4870.0,-8.826763359516852,4870.0,-7.2195887665497,4870.0,-5.531518414201468,4870.0,-0.847801088363821,4870.0,-0.09262938505957619,4870.0,2.551382941866784
4880.0,-8.827249740178308,4880.0,-7.2230393142904346,4880.0,-5.5337702630584475,4880.0,-0.8523309466451282,4880.0,-0.09808345094286117,4880.0,2.541388334626858
4890.0,-8.827730613536525,4890.0,-7.226449197246119,4890.0,-5.535997248280817,4890.0,-0.8568110705048017,4890.0,-0.10347736189789032,4890.0,2.5315068391426503
4900.0,-8.828206042833605,4900.0,-7.229818950969549,4900.0,-5.538199653828219,4900.0,-0.8612420263243249,4900.0,-0.10881180849944476,4900.0,2.5217370805736596
4910.0,-8.828676090595497,4910.0,-7.23314910227613,4910.0,-5.540377760297226,4910.0,-0.8656243737738759,4910.0,-0.11408747294581756,4910.0,2.512077703304252
4920.0,-8.829140818639862,4920.0,-7.23644016943543,4920.0,-5.542531844964795,4920.0,-0.8699586659001601,4920.0,-0.11930502917491995,4920.0,2.502527370596933
4930.0,-8.829600288083673,4930.0,-7.23969266235735,4930.0,-5.544662181831463,4930.0,-0.8742454492131115,4930.0,-0.12446514297826872,4930.0,2.493084764253918
4940.0,-8.830054559350925,4940.0,-7.242907082773164,4940.0,-5.5467690416638336,4940.0,-0.8784852637712756,4940.0,-0.12956847211336117,4940.0,2.483748584286866
4950.0,-8.830503692180386,4950.0,-7.2460839244117405,4950.0,-5.548852692036394,4950.0,-0.8826786432659506,4950.0,-0.1346156664139786,4950.0,2.474517548594082
4960.0,-8.83094774563332,4960.0,-7.249223673170824,4960.0,-5.550913397372973,4960.0,-0.8868261151038281,4960.0,-0.13960736789873865,4960.0,2.465390392645786
4970.0,-8.83138677810111,4970.0,-7.252326807283547,4970.0,-5.552951418987352,4970.0,-0.8909282004888033,4970.0,-0.14454421087768018,4970.0,2.4563658691764054
4980.0,-8.831820847312919,4980.0,-7.255393797480472,4980.0,-5.554967015123368,4980.0,-0.8949854145018321,4980.0,-0.14942682205710664,4980.0,2.4474427478843217
4990.0,-8.832250010343229,4990.0,-7.258425107147269,4990.0,-5.55696044099447,4990.0,-0.8989982661804137,4990.0,-0.1542558206427143,4990.0,2.438619815138385
5000.0,-8.832674323619578,5000.0,-7.261421192478204,5000.0,-5.558931948822777,5000.0,-0.9029672585962951,5000.0,-0.15903181844091374,5000.0,2.429895873691132
5010.0,-8.833093842929935,5010.0,-7.264382502625333,5010.0,-5.560881787877517,5010.0,-0.9068928889321912,5010.0,-0.16375541995874096,5010.0,2.4212697423989473
5020.0,-8.833508623430102,5020.0,-7.267309479843735,5020.0,-5.562810204512539,5020.0,-0.9107756485572138,5020.0,-0.16842722250154585,5020.0,2.4127402559483566
5030.0,-8.833918719650912,5030.0,-7.270202559632571,5030.0,-5.564717442203767,5030.0,-0.9146160231010464,5030.0,-0.17304781626926147,5030.0,2.404306264588737
5040.0,-8.83432418550551,5040.0,-7.273062170872691,5040.0,-5.5666037415854674,5040.0,-0.9184144925270095,5040.0,-0.1776177844512026,5040.0,2.3959666338712577
5050.0,-8.834725074296266,5050.0,-7.275888735960419,5050.0,-5.568469340486454,5050.0,-0.9221715312042303,5050.0,-0.18213770331891177,5050.0,2.3877202443933023
5060.0,-8.835121438721826,5060.0,-7.278682670937724,5060.0,-5.570314473965522,5060.0,-0.9258876079781934,5060.0,-0.18660814231795617,5060.0,2.3795659915491085
5070.0,-8.835513330883694,5070.0,-7.281444385618507,5070.0,-5.572139374345845,5070.0,-0.9295631862403002,5070.0,-0.1910296641571199,5070.0,2.371502785286106
5080.0,-8.835900802291956,5080.0,-7.284174283711359,5080.0,-5.573944271248497,5080.0,-0.9331987239955133,5080.0,-0.19540282489639324,5080.0,2.363529549867082
5090.0,-8.8362839038715,5090.0,-7.286872762939043,5090.0,-5.57572939162576,5090.0,-0.9367946739296222,5090.0,-0.1997281740331633,5090.0,2.3556452236376733
5100.0,-8.836662685968392,5100.0,-7.289540215155203,5100.0,-5.577494959794122,5100.0,-0.9403514834753913,5100.0,-0.2040062545877222,5100.0,2.3478487587981482
5110.0,-8.83703719835609,5110.0,-7.292177026458345,5110.0,-5.579241197466882,5110.0,-0.9438695948779916,5110.0,-0.20823760318716017,5110.0,2.3401391211807683
5120.0,-8.837407490241784,5120.0,-7.294783577302715,5120.0,-5.580968323786366,5120.0,-0.9473494452595861,5120.0,-0.21242275014820958,5120.0,2.3325152900311794
5130.0,-8.837773610272873,5130.0,-7.2973602426065085,5130.0,-5.582676555355753,5130.0,-0.9507914666829576,5130.0,-0.21656221955877222,5130.0,2.3249762577949022
5140.0,-8.83813560654325,5140.0,-7.299907391857618,5140.0,-5.5843661062706795,5140.0,-0.9541960862143966,5140.0,-0.22065652935835933,5140.0,2.317521029907818
5150.0,-8.83849352660055,5150.0,-7.302425389217271,5150.0,-5.586037188151031,5150.0,-0.9575637259865071,5150.0,-0.2247061914179146,5150.0,2.31014862459092
5160.0,-8.838847417453625,5160.0,-7.304914593621587,5160.0,-5.5876900101727855,5160.0,-0.9608948032603113,5160.0,-0.2287117116190054,5160.0,2.302858072648258
5170.0,-8.839197325579756,5170.0,-7.307375358880551,5170.0,-5.589324779099224,5170.0,-0.9641897304866476,5170.0,-0.23267358993154924,5170.0,2.2956484172697498
5180.0,-8.8395432969317,5180.0,-7.309808033774187,5180.0,-5.590941699311549,5180.0,-0.9674489153662318,5180.0,-0.23659232049007461,5180.0,2.2885187138380254
5190.0,-8.839885376944267,5190.0,-7.312212962146349,5190.0,-5.592540972838846,5190.0,-0.9706727609087308,5190.0,-0.24046839166868433,5190.0,2.28146802973956
5200.0,-8.840223610541031,5200.0,-7.314590482995872,5200.0,-5.594122799387376,5200.0,-0.9738616654909842,5200.0,-0.24430228615492164,5200.0,2.2744954441798018
5210.0,-8.840558042140476,5210.0,-7.3169409305655355,5210.0,-5.595687376369703,5210.0,-0.9770160229140818,5210.0,-0.24809448102192166,5210.0,2.2676000480021914
5220.0,-8.840888715662164,5220.0,-7.319264634428743,5220.0,-5.597234898932706,5220.0,-0.9801362224595975,5220.0,-0.2518454477999166,5220.0,2.260780943510939
5230.0,-8.841215674532014,5230.0,-7.32156191957319,5230.0,-5.59876555998518,5230.0,-0.9832226489444149,5230.0,-0.255555652545522,5230.0,2.2540372442981984
5240.0,-8.841538961687725,5240.0,-7.323833106482855,5240.0,-5.600279550224332,5240.0,-0.9862756827746343,5240.0,-0.2592255559100773,5240.0,2.2473680750743537
5250.0,-8.841858619583698,5250.0,-7.3260785112176015,5250.0,-5.6017770581624475,5250.0,-0.9892956999987684,5250.0,-0.2628556132071049,5250.0,2.2407725715024
5260.0,-8.842174690196487,5260.0,-7.328298445491347,5260.0,-5.603258270153014,5260.0,-0.9922830723601931,5260.0,-0.2664462744786829,5260.0,2.234249880034839
5270.0,-8.842487215029868,5270.0,-7.330493216748138,5270.0,-5.604723370416657,5270.0,-0.9952381673492329,5270.0,-0.26999798456101026,5270.0,2.22779915775401
5280.0,-8.842796235120328,5280.0,-7.33266312823685,5280.0,-5.606172541066757,5280.0,-0.9981613482543263,5280.0,-0.2735111831489625,5280.0,2.221419572215374
5290.0,-8.843101791042153,5290.0,-7.334808479083871,5290.0,-5.60760596213471,5290.0,-1.001052974212523,5290.0,-0.27698630485994596,5290.0,2.2151103012939464
5300.0,-8.843403922912682,5300.0,-7.336929564364323,5300.0,-5.609023811595209,5300.0,-1.00391340025973,5300.0,-0.28042377929685397,5300.0,2.208870533033227
5310.0,-8.843702670398836,5310.0,-7.3390266751727395,5310.0,-5.610426265391793,5310.0,-1.0067429773808352,5310.0,-0.28382403111091314,5310.0,2.2026994654967145
5320.0,-8.843998072722515,5320.0,-7.341100098691489,5320.0,-5.611813497461924,5320.0,-1.009542052559096,5320.0,-0.28718748006344047,5320.0,2.196596306621679
5330.0,-8.844290168666356,5330.0,-7.3431501182576895,5330.0,-5.613185679761427,5330.0,-1.012310968824307,5330.0,-0.2905145410865549,5330.0,2.1905602740769003
5340.0,-8.84457899657852,5340.0,-7.345177013427876,5340.0,-5.614542982288132,5340.0,-1.0150500653002732,5340.0,-0.2938056243422601,5340.0,2.1845905951228533
5350.0,-8.844864594377684,5350.0,-7.347181060041455,5350.0,-5.615885573105215,5350.0,-1.0177596772513104,5350.0,-0.2970611352808754,5350.0,2.1786865064747976
5360.0,-8.84514699955757,5360.0,-7.349162530282229,5360.0,-5.617213618363933,5360.0,-1.020440136127869,5360.0,-0.3002814746984803,5360.0,2.1728472541687034
5370.0,-8.845426249191574,5370.0,-7.351121692738921,5370.0,-5.618527282326267,5370.0,-1.0230917696118698,5370.0,-0.30346703879336295,5370.0,2.167072093429341
5380.0,-8.84570237993721,5380.0,-7.353058812463721,5380.0,-5.619826727386722,5380.0,-1.0257149016609735,5380.0,-0.30661821922160976,5380.0,2.161360288541339
5390.0,-8.845975428039957,5390.0,-7.354974151029817,5390.0,-5.621112114094121,5390.0,-1.0283098525522831,5390.0,-0.3097354031518035,5390.0,2.1557111127226682
5400.0,-8.846245429337749,5400.0,-7.356867966587394,5400.0,-5.622383601172884,5400.0,-1.0308769389254007,5400.0,-0.3128189733188434,5400.0,2.1501238479998905
5410.0,-8.846512419265135,5410.0,-7.358740513918946,5410.0,-5.623641345544296,5410.0,-1.0334164738251892,5410.0,-0.3158693080775578,5410.0,2.144597785086189
5420.0,-8.846776432857624,5420.0,-7.360592044493007,5420.0,-5.624885502347616,5420.0,-1.0359287667440833,5420.0,-0.31888678145515986,5420.0,2.1391322232610364
5430.0,-8.84703750475611,5430.0,-7.362422806517269,5430.0,-5.626116224960953,5430.0,-1.038414123663775,5430.0,-0.32187176320347866,5430.0,2.1337264702519145
5440.0,-8.847295669211297,5440.0,-7.364233044990346,5440.0,-5.627333665022031,5440.0,-1.040872847096768,5440.0,-0.32482461885042024,5440.0,2.128379842118497
5450.0,-8.847550960087993,5450.0,-7.366023001752579,5450.0,-5.628537972448504,5450.0,-1.0433052361269617,5450.0,-0.32774570975073025,5450.0,2.1230916631380743
5460.0,-8.847803410869743,5460.0,-7.367792915535846,5460.0,-5.62972929545853,5460.0,-1.045711586450174,5460.0,-0.33063539313610024,5460.0,2.117861265693653
5470.0,-8.848053054663406,5470.0,-7.369543022012723,5470.0,-5.6309077805908405,5470.0,-1.0480921904143503,5470.0,-0.3334940221651297,5470.0,2.112687990163151
5480.0,-8.848299924203799,5480.0,-7.371273553844375,5480.0,-5.632073572724988,5480.0,-1.0504473370591798,5480.0,-0.33632194597236054,5480.0,2.107571184810801
5490.0,-8.848544051858335,5490.0,-7.372984740727724,5490.0,-5.633226815101098,5490.0,-1.0527773121552986,5490.0,-0.33911950971665683,5490.0,2.1025102056803107
5500.0,-8.84878546963149,5500.0,-7.374676809441399,5500.0,-5.6343676493393735,5500.0,-1.0550823982427129,5500.0,-0.3418870546291129,5500.0,2.097504416489943
5510.0,-8.84902420916909,5510.0,-7.3763499838907425,5510.0,-5.635496215459311,5510.0,-1.0573628746689625,5510.0,-0.3446249180599828,5510.0,2.092553188529467
5520.0,-8.849260301762683,5520.0,-7.378004485151942,5520.0,-5.636612651898674,5520.0,-1.0596190176266418,5520.0,-0.34733343352512563,5520.0,2.0876559005586715
5530.0,-8.84949377835387,5530.0,-7.379640531515297,5530.0,-5.637717095532122,5530.0,-1.0618511001904418,5530.0,-0.3500129307518487,5530.0,2.082811938707704
5540.0,-8.849724669538558,5540.0,-7.381258338527635,5540.0,-5.638809681689981,5540.0,-1.0640593923539312,5540.0,-0.35266373572426446,5540.0,2.0780206963790944
5550.0,-8.849953005571681,5550.0,-7.382858119034327,5550.0,-5.639890544176836,5550.0,-1.0662441610661928,5550.0,-0.3552861707283523,5550.0,2.073281574150655
5560.0,-8.850178816371695,5560.0,-7.384440083220384,5560.0,-5.640959815290056,5560.0,-1.0684056702678684,5560.0,-0.3578805543962967,5560.0,2.068593979680394
5570.0,-8.850402131524929,5570.0,-7.386004438650453,5570.0,-5.642017625837701,5570.0,-1.0705441809265375,5570.0,-0.3604472017502808,5570.0,2.063957327613134
5580.0,-8.85062298028976,5580.0,-7.38755139030825,5580.0,-5.6430641051563475,5580.0,-1.072659951071862,5580.0,-0.3629864242454018,5580.0,2.0593710394884854
5590.0,-8.850841391600481,5590.0,-7.389081140634723,5590.0,-5.6440993811283935,5590.0,-1.0747532358297824,5590.0,-0.36549852981211395,5590.0,2.054834543650578
5600.0,-8.851057394071473,5600.0,-7.390593889565814,5600.0,-5.645123580199282,5600.0,-1.0768242874565273,5600.0,-0.3679838228979175,5600.0,2.050347275159287
5610.0,-8.851271016000927,5610.0,-7.392089834569183,5610.0,-5.646136827394243,5610.0,-1.0788733553720493,5610.0,-0.37044260450846744,5610.0,2.0459086757030858
5620.0,-8.851482285374438,5620.0,-7.393569170680162,5620.0,-5.647139246334798,5620.0,-1.0809006861928365,5620.0,-0.37287517224819006,5620.0,2.0415181935130615
5630.0,-8.851691229868502,5630.0,-7.395032090536942,5630.0,-5.648130959255122,5630.0,-1.082906523764321,5630.0,-0.3752818203598725,5630.0,2.037175283278695
5640.0,-8.851897876853965,5640.0,-7.3964787844149384,5640.0,-5.649112087017684,5640.0,-1.084891109192791,5640.0,-0.37766283976426585,5640.0,2.032879406065041
5650.0,-8.852102253399552,5650.0,-7.397909440260865,5650.0,-5.650082749129344,5650.0,-1.086854680876995,5650.0,-0.3800185180986968,5650.0,2.0286300292307597
5660.0,-8.852304386275081,5660.0,-7.399324243725769,5660.0,-5.651043063756838,5660.0,-1.0887974745392646,5660.0,-0.38234913975550644,5660.0,2.0244266263480473
5670.0,-8.852504301954825,5670.0,-7.400723378197664,5670.0,-5.651993147742145,5670.0,-1.0907197232562817,5670.0,-0.3846549859198675,5670.0,2.0202686771232736
5680.0,-8.852702026620962,5680.0,-7.402107024833654,5680.0,-5.652933116617796,5680.0,-1.0926216574897227,5680.0,-0.38693633460720694,5680.0,2.0161556673189818
5690.0,-8.852897586166687,5690.0,-7.40347536259122,5690.0,-5.6538630846218805,5690.0,-1.0945035051159426,5690.0,-0.38919346069999317,5690.0,2.012087088677374
5700.0,-8.853091006199275,5700.0,-7.404828568258944,5700.0,-5.654783164712634,5700.0,-1.0963654914557652,5700.0,-0.3914266359840229,5700.0,2.0080624388447843
5710.0,-8.853282312042849,5710.0,-7.406166816486237,5710.0,-5.655693468582716,5710.0,-1.0982078393031023,5710.0,-0.39363612918390944,5710.0,2.004081221297726
5720.0,-8.853471528741265,5720.0,-7.407490279812963,5720.0,-5.656594106673393,5720.0,-1.1000307689538988,5720.0,-0.3958222059983812,5720.0,2.000142945270044
5730.0,-8.853658681061027,5730.0,-7.408799128698267,5730.0,-5.657485188188771,5730.0,-1.1018344982341934,5730.0,-0.39798512913506734,5730.0,1.9962471256805039
5740.0,-8.853843793494292,5740.0,-7.410093531549415,5740.0,-5.658366821109647,5740.0,-1.10361924252866,5740.0,-0.4001251583450766,5740.0,1.9923932830622497
5750.0,-8.854026890261826,5750.0,-7.4113736547496405,5750.0,-5.659239112207608,5750.0,-1.1053852148081966,5750.0,-0.4022425504571699,5750.0,1.9885809434925918
5760.0,-8.854207995316091,5760.0,-7.412639662686011,5760.0,-5.660102167058713,5760.0,-1.1071326256576917,5760.0,-0.4043375594114243,5760.0,1.984809638523891
5770.0,-8.854387132344025,5770.0,-7.413891717776582,5770.0,-5.660956090057128,5770.0,-1.10886168330295,5770.0,-0.4064104362926236,5770.0,1.9810789051157636
5780.0,-8.854564324769933,5780.0,-7.415129980496678,5780.0,-5.661800984428228,5780.0,-1.1105725936376045,5780.0,-0.4084614293628472,5780.0,1.9773882855684013
5790.0,-8.85473959575766,5790.0,-7.416354609404789,5790.0,-5.66263695224165,5790.0,-1.1122655602491098,5790.0,-0.4104907840935244,5790.0,1.9737373274568468
5800.0,-8.854912968213421,5800.0,-7.417565761168261,5800.0,-5.663464094423875,5800.0,-1.1139407844446911,5800.0,-0.4124987431973967,5800.0,1.970125583566471
5810.0,-8.85508446478835,5810.0,-7.418763590588198,5810.0,-5.664282510771227,5810.0,-1.1155984652771638,5810.0,-0.414485546659886,5810.0,1.9665526118287178
5820.0,-8.855254107881208,5820.0,-7.4199482506244685,5820.0,-5.665092299962538,5820.0,-1.1172387995705002,5820.0,-0.4164514317703601,5820.0,1.9630179752583248
5830.0,-8.855421919641152,5830.0,-7.421119892420129,5830.0,-5.66589355957176,5830.0,-1.1188619819450485,5830.0,-0.4183966331531128,5830.0,1.9595212418909163
5840.0,-8.855587921970429,5840.0,-7.422278665325592,5840.0,-5.666686386080491,5840.0,-1.1204682048425763,5840.0,-0.4203213827978897,5840.0,1.956061984721753
5850.0,-8.855752136527116,5850.0,-7.423424716922202,5850.0,-5.6674708748903555,5850.0,-1.1220576585510398,5850.0,-0.4222259100899975,5850.0,1.952639781645014
5860.0,-8.855914584727993,5860.0,-7.424558193045885,5860.0,-5.668247120335486,5860.0,-1.1236305312291743,5860.0,-0.42411044184046637,5860.0,1.9492542153940866
5870.0,-8.856075287751379,5870.0,-7.42567923781017,5870.0,-5.669015215694676,5870.0,-1.125187008930791,5870.0,-0.4259752023155661,5870.0,1.9459048734826836
5880.0,-8.85623426653991,5880.0,-7.426787993628907,5880.0,-5.669775253203498,5880.0,-1.1267272756288993,5880.0,-0.4278204132661293,5880.0,1.94259134814638
5890.0,-8.85639154180328,5890.0,-7.427884601238572,5890.0,-5.670527324066326,5890.0,-1.1282515132392534,5890.0,-0.42964629395638043,5890.0,1.9393132362856143
5900.0,-8.856547134020788,5900.0,-7.428969199720287,5900.0,-5.671271518467986,5900.0,-1.1297599016439408,5900.0,-0.43145306119254223,5900.0,1.9360701394089437
5910.0,-8.856701063444246,5910.0,-7.430041926521295,5910.0,-5.672007925585405,5910.0,-1.1312526187143441,5910.0,-0.43324092935093655,5910.0,1.9328616635775542
5920.0,-8.856853350100286,5920.0,-7.43110291747625,5920.0,-5.672736633599177,5920.0,-1.1327298403341208,5920.0,-0.43501011040567267,5920.0,1.9296874193501679
5930.0,-8.857004013793143,5930.0,-7.432152306828049,5930.0,-5.67345772970479,5930.0,-1.1341917404216926,5930.0,-0.4367608139564118,5930.0,1.9265470217288765
5940.0,-8.857153074106973,5940.0,-7.433190227248426,5940.0,-5.674171300123917,5940.0,-1.1356384909524984,5940.0,-0.4384932472552453,5940.0,1.9234400901059407
5950.0,-8.8573005504086,5950.0,-7.434216809858132,5950.0,-5.674877430115283,5950.0,-1.1370702619811324,5950.0,-0.4402076152335318,5950.0,1.9203662482108304
5960.0,-8.857446461849735,5960.0,-7.435232184246816,5960.0,-5.67557620398585,5960.0,-1.138487221663056,5960.0,-0.44190412052848865,5960.0,1.9173251240584495
5970.0,-8.857590827369485,5970.0,-7.436236478492617,5970.0,-5.676267705101435,5970.0,-1.1398895362760215,5970.0,-0.443582963509254,5970.0,1.9143163498978886
5980.0,-8.857733665696854,5980.0,-7.437229819181396,5980.0,-5.6769520158973314,5980.0,-1.14127737024143,5980.0,-0.44524434230265636,5980.0,1.9113395621616505
5990.0,-8.857874995352876,5990.0,-7.438212331425792,5990.0,-5.67762921788896,5990.0,-1.1426508861452476,5990.0,-0.4468884528189638,5990.0,1.9083944014160903
6000.0,-8.858014834653211,6000.0,-7.439184138883797,6000.0,-5.678299391682246,6000.0,-1.1440102447587879,6000.0,-0.4485154887768202,6000.0,1.9054805123120004
6010.0,-8.858153201710262,6010.0,-7.440145363777158,6010.0,-5.678962616983831,6010.0,-1.1453556050592306,6010.0,-0.4501256417283319,6010.0,1.9025975435361857
6020.0,-8.858290114435507,6020.0,-7.441096126909617,6020.0,-5.6796189726113075,6020.0,-1.1466871242498335,6020.0,-0.45171910108374447,6020.0,1.8997451477634715
6030.0,-8.858425590541765,6030.0,-7.442036547684478,6030.0,-5.680268536503191,6030.0,-1.1480049577800013,6030.0,-0.45329605413553786,6030.0,1.8969229816094986
6040.0,-8.858559647545487,6040.0,-7.442966744122526,6040.0,-5.680911385728894,6040.0,-1.1493092593650032,6040.0,-0.4548566860826839,6040.0,1.894130705584134
6050.0,-8.858692302768763,6050.0,-7.443886832878966,6050.0,-5.681547596498553,6050.0,-1.1506001810056383,6050.0,-0.4564011800542717,6050.0,1.8913679840453341
6060.0,-8.858823573341715,6060.0,-7.444796929260738,6060.0,-5.6821772441726095,6060.0,-1.1518778730074495,6060.0,-0.45792971713304637,6060.0,1.8886344851539048
6070.0,-8.858953476204546,6070.0,-7.4456971472431315,6070.0,-5.682800403271541,6070.0,-1.153142483999994,6070.0,-0.45944247637857205,6070.0,1.8859298808284388
6080.0,-8.859082028109587,6080.0,-7.446587599486476,6080.0,-5.683417147485162,6080.0,-1.1543941609555062,6080.0,-0.46093963485014533,6080.0,1.8832538467013542
6090.0,-8.859209245623592,6090.0,-7.4474683973523295,6090.0,-5.684027549682196,6090.0,-1.1556330492077778,6090.0,-0.46242136762951846,6090.0,1.8806060620750373
6100.0,-8.85933514512965,6100.0,-7.448339650919577,6100.0,-5.684631681919336,6100.0,-1.156859292470479,6100.0,-0.46388784784311626,6100.0,1.877986209878841
6110.0,-8.85945974282937,6110.0,-7.449201469000313,6110.0,-5.685229615450418,6110.0,-1.1580730328554976,6110.0,-0.46533924668439297,6110.0,1.8753939766265184
6120.0,-8.85958305474478,6120.0,-7.450053959155333,6120.0,-5.6858214207356506,6120.0,-1.1592744108907853,6120.0,-0.46677573343550627,6120.0,1.8728290523742683
6130.0,-8.859705096720466,6130.0,-7.450897227709686,6130.0,-5.686407167450255,6130.0,-1.160463565538428,6130.0,-0.46819747548902435,6130.0,1.8702911306791739
6140.0,-8.859825884425506,6140.0,-7.451731379767626,6140.0,-5.686986924493539,6140.0,-1.1616406342121324,6140.0,-0.4696046383692566,6140.0,1.8677799085584128
6150.0,-8.859945433355438,6150.0,-7.452556519227697,6150.0,-5.687560759997593,6150.0,-1.1628057527946045,6150.0,-0.4709973857534218,6150.0,1.8652950864487348
6160.0,-8.860063758834208,6160.0,-7.453372748797502,6160.0,-5.688128741335781,6160.0,-1.163959055654863,6160.0,-0.4723758794923768,6160.0,1.8628363681668145
6170.0,-8.86018087601614,6170.0,-7.4541801700080805,6170.0,-5.688690935131444,6170.0,-1.1651006756651852,6170.0,-0.473740279631373,6170.0,1.860403460869533
6180.0,-8.860296799887829,6180.0,-7.454978883228351,6180.0,-5.689247407266276,6180.0,-1.1662307442179947,6180.0,-0.47509074443043575,6180.0,1.8579960750152995
6190.0,-8.860411545269995,6190.0,-7.455768987679196,6190.0,-5.689798222888674,6190.0,-1.167349391242472,6190.0,-0.4764274303844357,6190.0,1.8556139243256993
6200.0,-8.860525126819384,6200.0,-7.456550581447427,6200.0,-5.690343446422006,6200.0,-1.1684567452209274,6200.0,-0.4777504922430483,6200.0,1.853256725747406
6210.0,-8.860637559030625,6210.0,-7.4573237614994,6210.0,-5.6908831415726935,6210.0,-1.169552933205167,6210.0,-0.4790600830304168,6210.0,1.8509241994149728
6220.0,-8.860748856237983,6220.0,-7.45808862369473,6220.0,-5.6914173713383995,6220.0,-1.170638080832547,6220.0,-0.4803563540646571,6220.0,1.848616068613616
6230.0,-8.860859032617245,6230.0,-7.458845262799508,6230.0,-5.691946198015834,6230.0,-1.171712312341763,6230.0,-0.4816394549770509,6230.0,1.846332059742927
6240.0,-8.860968102187513,6240.0,-7.459593772499592,6240.0,-5.692469683208866,6240.0,-1.1727757505886882,6240.0,-0.48290953373109446,6240.0,1.8440719022807355
6250.0,-8.86107607881296,6250.0,-7.460334245413501,6250.0,-5.692987887836035,6250.0,-1.173828517061773,6250.0,-0.48416673664120513,6250.0,1.8418353287475122
6260.0,-8.861182976204496,6260.0,-7.461066773105271,6260.0,-5.69350087213856,6260.0,-1.174870731897542,6260.0,-0.485411208391417,6260.0,1.8396220746712373
6270.0,-8.861288807921628,6270.0,-7.4617914460971795,6270.0,-5.694008695687702,6270.0,-1.1759025138956278,6270.0,-0.4866430920536573,6270.0,1.8374318785526478
6280.0,-8.861393587374158,6280.0,-7.4625083538820425,6280.0,-5.6945114173924205,6280.0,-1.1769239805338563,6280.0,-0.48786252910590094,6280.0,1.8352644818309491
